p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene_symbol,Protein_ID,gene,swissprot_symbol,trembl_symbol,ncbi_symbol
3.7417817610640883e-233,1.7874864192273008,0.785,0.322,9.248187800646e-229,1,SAP,evm.model.Ap2.3217,evm.TU.Ap2.3217,Prosaposin,Prosaposin,prosaposin-like [Orbicella faveolata]
4.528321856019117e-231,2.590318058689947,0.548,0.107,1.119220029933685e-226,1,GILT.2,evm.model.Ap4.6696,evm.TU.Ap4.6696,Gamma-interferon-inducible lysosomal thiol reductase,Gamma-interferon-inducible lysosomal thiol reductase,gamma-interferon-inducible lysosomal thiol reductase-like [Orbicella faveolata]
1.963250452776882e-229,1.3381066038187903,0.905,0.662,4.8523698190833414e-225,1,FAXC.29,evm.model.Ap2.483,evm.TU.Ap2.483,Failed axon connections homolog,Failed axon connections-like,failed axon connections homolog [Orbicella faveolata]
6.66138391807338e-228,1.6335600742255654,0.862,0.521,1.6464276491910165e-223,1,LAMP1.1,evm.model.Ap8.256,evm.TU.Ap8.256,Lysosome-associated membrane glycoprotein 1,Lysosome-associated membrane glycoprotein 1,lysosome-associated membrane glycoprotein 1-like [Stylophora pistillata]
4.460960597066836e-225,2.659605644547413,0.579,0.137,1.1025710211710393e-220,1,evm.TU.Ap2.3643,evm.model.Ap2.3643,evm.TU.Ap2.3643,NA,Uncharacterized protein,uncharacterized protein LOC110054211 [Orbicella faveolata]
4.161657979361908e-223,1.2845154043921783,0.936,0.755,1.0285953861790893e-218,1,SAHH,evm.model.Ap4.6582,evm.TU.Ap4.6582,Adenosylhomocysteinase,Adenosylhomocysteinase B,adenosylhomocysteinase B-like [Orbicella faveolata]
1.0588722675959382e-221,1.5827897548181333,0.804,0.324,2.617108696590121e-217,1,MYP,evm.model.Ap1.2268,evm.TU.Ap1.2268,Major yolk protein,Major yolk protein,major yolk protein-like isoform X2 [Stylophora pistillata]
4.0312799992754493e-221,2.623245825343407,0.557,0.12,9.963711646209201e-217,1,C163A.4,evm.model.Ap9.2720,evm.TU.Ap9.2720,Scavenger receptor cysteine-rich type 1 protein M130,Roundabout-like 2,hypothetical protein BSL78_08542 [Apostichopus japonicus]
1.9392456999051064e-220,1.5756986876610366,0.798,0.328,4.793039671885461e-216,1,MLRP2.6,evm.model.Ap4.1023,evm.TU.Ap4.1023,MAM and LDL-receptor class A domain-containing protein 2 (Fragment),MAM and LDL-receptor domain-containing protein (Fragment),RecName: Full=MAM and LDL-receptor class A domain-containing protein 2; AltName: Full=Skeletal organic matrix MAM and LDL-receptor 2; Short=SOM MAM and LDL-receptor 2
1.0042224965002262e-204,2.1352121598793667,0.569,0.129,2.4820363223499593e-200,1,TPM2,evm.model.Ap3.571,evm.TU.Ap3.571,Tropomyosin-2,Tropomyosin beta chain,tropomyosin-like [Orbicella faveolata]
6.934785435906724e-200,2.380401470345916,0.529,0.114,1.714001568338706e-195,1,evm.TU.Ap9.2758,evm.model.Ap9.2758,evm.TU.Ap9.2758,NA,Uncharacterized protein,uncharacterized protein LOC110060818 isoform X2 [Orbicella faveolata]
2.8396367329223744e-193,2.1037629493422436,0.647,0.235,7.0184461490909405e-189,1,CYTB,evm.model.Ap6.2335,evm.TU.Ap6.2335,Cystatin-B,Cystatin-B,cystatin-B-like [Stylophora pistillata]
4.11213491580886e-186,1.5054962802290084,0.84,0.428,1.0163552657913178e-181,1,RBP2A.2,evm.model.Ap12.2302,evm.TU.Ap12.2302,Reticulocyte-binding protein 2 homolog a,Reticulocyte-binding protein 2-like a,Reticulocyte-binding protein 2-like a [Stylophora pistillata]
6.7773504452515796e-186,1.606784701838861,0.748,0.32,1.6750899360483804e-181,1,PLBL2.1,evm.model.Ap3.2240,evm.TU.Ap3.2240,Putative phospholipase B-like 2,Putative phospholipase B-like 2,putative phospholipase B-like 2 [Orbicella faveolata]
4.505625576171208e-159,1.2133519321592328,0.903,0.66,1.1136104174064757e-154,1,CALR,evm.model.Ap14.1496,evm.TU.Ap14.1496,Calreticulin,Predicted protein (Fragment),calreticulin-like [Orbicella faveolata]
4.972293490893126e-155,2.208539261510278,0.471,0.103,1.228952059209145e-150,1,FSTL1.2,evm.model.Ap7.2221,evm.TU.Ap7.2221,Follistatin-related protein 1,Testican-3,follistatin-related protein 1-like [Orbicella faveolata]
1.4629203846099058e-151,1.9971689726329949,0.528,0.142,3.6157540226018433e-147,1,VAT1.1,evm.model.Ap4.5494,evm.TU.Ap4.5494,Synaptic vesicle membrane protein VAT-1 homolog,Synaptic vesicle membrane protein VAT-1-like,synaptic vesicle membrane protein VAT-1 homolog [Stylophora pistillata]
5.381670455978584e-151,2.1593122908518216,0.482,0.117,1.3301336698996667e-146,1,MRC1.11,evm.model.Ap13.1003,evm.TU.Ap13.1003,Macrophage mannose receptor 1,Macrophage mannose receptor 1,macrophage mannose receptor 1-like isoform X2 [Orbicella faveolata]
3.618901476954385e-148,2.4802441488799136,0.398,0.075,8.944476890440458e-144,1,ACP7.10,evm.model.Ap1.1876,evm.TU.Ap1.1876,Acid phosphatase type 7,Iron/zinc purple acid phosphatase-like protein,acid phosphatase type 7-like isoform X2 [Orbicella faveolata]
2.4305147575857725e-147,2.551032368206616,0.457,0.145,6.007260274848996e-143,1,CATL.9,evm.model.Ap4.5487,evm.TU.Ap4.5487,Cathepsin L,Predicted protein,cathepsin L1-like isoform X2 [Orbicella faveolata]
1.8456097567854607e-141,2.325265037683014,0.407,0.087,4.561609074870945e-137,1,TPP1,evm.model.Ap5.208,evm.TU.Ap5.208,Tripeptidyl-peptidase 1,Tripeptidyl-peptidase 1,tripeptidyl-peptidase 1-like [Orbicella faveolata]
5.92046432055968e-141,1.6657288362637743,0.662,0.292,1.4633019614695305e-136,1,ADK,evm.model.Ap2.2455,evm.TU.Ap2.2455,Adenosine kinase,Adenosine kinase 1,adenosine kinase 1-like [Stylophora pistillata]
8.26945638182277e-141,2.524145379084503,0.392,0.077,2.0438788393313157e-136,1,CATL.6,evm.model.Ap4.5490,evm.TU.Ap4.5490,Cathepsin L,Predicted protein,cathepsin L1-like [Orbicella faveolata]
1.4323803514637285e-140,0.8227810955311408,0.596,0.221,3.5402712766777514e-136,1,evm.TU.Ap2.2570,evm.model.Ap2.2570,evm.TU.Ap2.2570,NA,Uncharacterized protein,proprotein convertase subtilisin/kexin type 5-like [Orbicella faveolata]
3.4178836161130074e-139,1.2991608574583786,0.581,0.195,8.447641145584909e-135,1,MOXD1.11,evm.model.Ap13.236,evm.TU.Ap13.236,DBH-like monooxygenase protein 1,DBH-like monooxygenase protein 1,DBH-like monooxygenase protein 1 [Stylophora pistillata]
4.4675084291550206e-139,1.94617986555339,0.543,0.178,1.104189383349955e-134,1,evm.TU.Ap8.259,evm.model.Ap8.259,evm.TU.Ap8.259,NA,Uncharacterized protein,uncharacterized protein LOC110065474 [Orbicella faveolata]
1.255874868762428e-138,1.4732709358768572,0.545,0.172,3.104020325633217e-134,1,FP.3,evm.model.Ap10.194,evm.TU.Ap10.194,Fibronectin type III domain-containing protein,Receptor-type tyrosine-protein phosphatase delta,hemicentin-2-like isoform X2 [Orbicella faveolata]
3.7501426357042406e-137,1.0656779720850578,0.544,0.181,9.268852538406601e-133,1,evm.TU.Ap2.2569,evm.model.Ap2.2569,evm.TU.Ap2.2569,NA,Uncharacterized protein,major surface trophozoite antigen 11-like [Orbicella faveolata]
3.8802938634882854e-137,1.5660216257113526,0.57,0.189,9.590534312997646e-133,1,evm.TU.Ap2.3822,evm.model.Ap2.3822,evm.TU.Ap2.3822,NA,Uncharacterized protein,neurofilament medium polypeptide-like isoform X1 [Orbicella faveolata]
1.4794203393576306e-135,1.709803262735135,0.52,0.149,3.65653531075632e-131,1,CRA1B.6,evm.model.Ap1.2658,evm.TU.Ap1.2658,Collagen alpha-1(XXVII) chain B,Collagen alpha-2(I) chain,collagen alpha-1(I) chain-like [Stylophora pistillata]
1.0921446828886119e-130,1.0713452610843381,0.557,0.19,2.699344798227493e-126,1,MMP24,evm.model.Ap13.2852,evm.TU.Ap13.2852,Matrix metalloproteinase-24,Matrix metalloproteinase-14,matrix metalloproteinase-14-like [Stylophora pistillata]
5.814147961029907e-128,1.1580116558742466,0.606,0.219,1.4370248100481519e-123,1,CO4A2.8,evm.model.Ap8.1233,evm.TU.Ap8.1233,Collagen alpha-2(IV) chain,Collagen alpha-2(IV) chain,collagen alpha-2(IV) chain-like [Orbicella faveolata]
3.145788982900403e-126,1.6322172849113536,0.593,0.236,7.775132050136636e-122,1,SMT1,evm.model.Ap9.1906,evm.TU.Ap9.1906,Cycloartenol-C-24-methyltransferase 1,Methyltransferase,cycloartenol-C-24-methyltransferase 1-like [Orbicella faveolata]
1.0232634928817775e-122,1.8377917208807792,0.506,0.152,2.5290980490066016e-118,1,MGST1,evm.model.Ap9.79,evm.TU.Ap9.79,Microsomal glutathione S-transferase 1,Microsomal glutathione S-transferase 1,microsomal glutathione S-transferase 1-like [Orbicella faveolata]
2.759710706174916e-117,2.6222912324830165,0.353,0.072,6.820900981381922e-113,1,NPC2.5,evm.model.Ap8.2721,evm.TU.Ap8.2721,Epididymal secretory protein E1,Protein NPC2-like,epididymal secretory protein E1-like [Orbicella faveolata]
2.572781163270434e-116,1.3894445193979403,0.7,0.332,6.358885923139204e-112,1,CORO6,evm.model.Ap3.216,evm.TU.Ap3.216,Coronin-6,Coronin-6,coronin-6-like [Orbicella faveolata]
1.0550328254368574e-109,2.3897026906028445,0.323,0.061,2.6076191313497367e-105,1,CO6A6.1,evm.model.Ap7.950,evm.TU.Ap7.950,Collagen alpha-6(VI) chain,Collagen alpha-3(VI) chain,uncharacterized protein LOC111343812 [Stylophora pistillata]
2.4467204540371777e-107,2.027642443325751,0.361,0.081,6.047314274198288e-103,1,PPIB,evm.model.Ap1.1388,evm.TU.Ap1.1388,Peptidyl-prolyl cis-trans isomerase B,Peptidyl-prolyl cis-trans isomerase B,peptidyl-prolyl cis-trans isomerase B-like [Orbicella faveolata]
3.684558745963719e-107,2.0073582022794616,0.361,0.078,9.106755396523926e-103,1,evm.TU.Ap1.572,evm.model.Ap1.572,evm.TU.Ap1.572,NA,Uncharacterized protein,hypothetical protein AWC38_SpisGene3394 [Stylophora pistillata]
6.06140995391423e-107,1.7476958640172673,0.492,0.161,1.498138084209441e-102,1,MLP2,evm.model.Ap12.2615,evm.TU.Ap12.2615,Muscle LIM protein Mlp84B,Transgelin,cysteine and glycine-rich protein 1-like [Stylophora pistillata]
4.076929143752572e-106,1.7900257226767402,0.401,0.103,1.0076538071698857e-101,1,CSMD3.14,evm.model.Ap1.3770,evm.TU.Ap1.3770,CUB and sushi domain-containing protein 3,CUB and sushi domain-containing protein 3,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like [Orbicella faveolata]"
2.076541957393777e-105,1.5269596045576659,0.446,0.128,5.132381101894459e-101,1,SULF1,evm.model.Ap9.1187,evm.TU.Ap9.1187,Extracellular sulfatase Sulf-1,Extracellular sulfatase Sulf-1,extracellular sulfatase Sulf-1-like [Orbicella faveolata]
4.4171463401226216e-105,2.2408524812288526,0.354,0.079,1.0917418894247071e-100,1,MEGF6.2,evm.model.Ap3.2403,evm.TU.Ap3.2403,Multiple epidermal growth factor-like domains protein 6,Latent-transforming growth factor beta-binding protein 1,latent-transforming growth factor beta-binding protein 3-like [Stylophora pistillata]
1.3847439970798152e-103,1.8686034053474025,0.364,0.087,3.4225332631824713e-99,1,ZAN.1,evm.model.Ap5.2360,evm.TU.Ap5.2360,Zonadhesin,Uncharacterized protein,enolase-phosphatase E1-like [Orbicella faveolata]
2.3389038357805025e-99,1.28560508496686,0.376,0.103,5.78083472051509e-95,1,PPN,evm.model.Ap13.3001,evm.TU.Ap13.3001,Papilin,Papilin,papilin-like isoform X1 [Stylophora pistillata]
6.014420140283814e-99,1.3713406358960585,0.583,0.235,1.4865240818725475e-94,1,PPT1.2,evm.model.Ap3.371,evm.TU.Ap3.371,Palmitoyl-protein thioesterase 1,Palmitoyl-protein thioesterase 1,palmitoyl-protein thioesterase 1-like [Stylophora pistillata]
9.214376069025683e-98,1.4495090426473372,0.499,0.189,2.2774251892203876e-93,1,APOB.1,evm.model.Ap1.1713,evm.TU.Ap1.1713,Apolipoprotein B-100,Apolipophorin,uncharacterized protein LOC111337489 [Stylophora pistillata]
1.82091200395109e-97,1.9613704868739452,0.338,0.077,4.500566108965514e-93,1,evm.TU.Ap14.1597,evm.model.Ap14.1597,evm.TU.Ap14.1597,NA,Uncharacterized protein,uncharacterized protein LOC110065941 [Orbicella faveolata]
5.039453167657765e-97,2.03388339588379,0.348,0.08,1.2455512449182932e-92,1,TICN2,evm.model.Ap5.1901,evm.TU.Ap5.1901,Testican-2,Testican-2,testican-2-like [Orbicella faveolata]
1.0470328035179258e-96,2.1655003082301603,0.278,0.049,2.5878462771749055e-92,1,ES16,evm.model.Ap13.790,evm.TU.Ap13.790,Ecdysteroid-regulated 16 kDa protein,ATP-binding cassette sub-family D member 4,ATP-binding cassette sub-family D member 4 [Stylophora pistillata]
4.912619645070363e-95,1.0762576568263311,0.763,0.482,1.2142030714755909e-90,1,USPAL.3,evm.model.Ap7.1520,evm.TU.Ap7.1520,Universal stress protein A-like protein,Transmembrane protein 170A,uncharacterized protein LOC111328347 [Stylophora pistillata]
1.5704008680428242e-93,1.8329368716248222,0.367,0.094,3.881402785454644e-89,1,evm.TU.Ap1.574,evm.model.Ap1.574,evm.TU.Ap1.574,NA,Uncharacterized protein,uncharacterized protein LOC111321673 isoform X1 [Stylophora pistillata]
1.074190974465046e-91,1.0269259014820311,0.786,0.497,2.654970412487808e-87,1,EZRI,evm.model.Ap6.3229,evm.TU.Ap6.3229,Ezrin,Radixin,moesin-like [Stylophora pistillata]
7.898034819638238e-91,1.9734206549616058,0.35,0.086,1.9520782860217868e-86,1,evm.TU.Ap13.1132.evm.TU.Ap13.1133,NA,NA,NA,NA,NA
1.6891084784376272e-90,1.4908804087711234,0.548,0.251,4.1748005153064395e-86,1,PEAM1,evm.model.Ap2.447,evm.TU.Ap2.447,Phosphoethanolamine N-methyltransferase 1,Phosphoethanolamine N-methyltransferase 1,phosphoethanolamine N-methyltransferase 1-like [Stylophora pistillata]
1.8399911649350916e-90,1.1135616640813377,0.773,0.425,4.547722163253573e-86,1,YHLA,evm.model.Ap3.224,evm.TU.Ap3.224,Uncharacterized 34.8 kDa protein in hlyA 3'region,Uncharacterized protein,uncharacterized protein LOC110052457 [Orbicella faveolata]
3.1109470494600887e-90,1.622945969860677,0.4,0.115,7.689016727445556e-86,1,CO1A2.11,evm.model.Ap7.133,evm.TU.Ap7.133,Collagen alpha-2(I) chain,Collagen alpha-2(I) chain,collagen alpha-1(I) chain-like [Orbicella faveolata]
1.6717888621734727e-88,1.5547445454198647,0.416,0.13,4.131993351747955e-84,1,evm.TU.Ap3.1423.evm.TU.Ap3.1431,NA,NA,NA,NA,NA
4.49039934226621e-88,1.5317036737716123,0.382,0.107,1.1098471014345163e-83,1,LRP4.1,evm.model.Ap11.92,evm.TU.Ap11.92,Low-density lipoprotein receptor-related protein 4,Prothrombin,uncharacterized protein LOC110039834 [Orbicella faveolata]
1.5632210832492041e-87,1.7430104272852407,0.397,0.121,3.863657229358733e-83,1,evm.TU.Ap13.1714.evm.TU.Ap13.1718,NA,NA,NA,NA,NA
1.7724169614010425e-87,1.7125763844940713,0.325,0.078,4.3807057617988164e-83,1,YTX2.83,evm.model.Ap8.1360,evm.TU.Ap8.1360,Transposon TX1 uncharacterized 149 kDa protein,Hemicentin-1,LOW QUALITY PROTEIN: hemicentin-1-like [Stylophora pistillata]
5.759466515520006e-87,1.5244579379692385,0.407,0.125,1.4235097439759246e-82,1,DPGN,evm.model.Ap2.831,evm.TU.Ap2.831,Serine protease inhibitor dipetalogastin (Fragment),Predicted protein (Fragment),PREDICTED: serine protease inhibitor dipetalogastin-like [Acropora digitifera]
6.646801166899648e-84,1.0992658721207347,0.743,0.428,1.642823376410917e-79,1,MYH10,evm.model.Ap12.538,evm.TU.Ap12.538,Myosin-10,Myosin-10,myosin-10-like [Orbicella faveolata]
3.3545518824463683e-82,2.12299489459921,0.32,0.078,8.291110432654444e-78,1,evm.TU.Ap14.1262,evm.model.Ap14.1262,evm.TU.Ap14.1262,NA,Uncharacterized protein,uncharacterized protein LOC110048565 isoform X1 [Orbicella faveolata]
6.010947644656443e-82,1.3842376440386115,0.394,0.121,1.4856658198532866e-77,1,LAMA,evm.model.Ap3.24,evm.TU.Ap3.24,Laminin subunit alpha,Laminin subunit alpha,laminin subunit alpha-like [Orbicella faveolata]
7.074220416082835e-82,1.8322548629133197,0.345,0.094,1.7484643180390335e-77,1,SBP1.1,evm.model.Ap2.3765,evm.TU.Ap2.3765,Selenium-binding protein 1,Selenium-binding protein 1,selenium-binding protein 1-like [Orbicella faveolata]
1.1232256352141871e-81,2.4162737454440766,0.249,0.044,2.7761644799953848e-77,1,HPGDS.4,evm.model.Ap9.2356,evm.TU.Ap9.2356,Hematopoietic prostaglandin D synthase,Glutathione S-transferase 1,glutathione S-transferase-like [Orbicella faveolata]
8.362148030920882e-81,1.572807431774613,0.485,0.203,2.066788507322405e-76,1,CATZ,evm.model.Ap2.1984,evm.TU.Ap2.1984,Cathepsin Z,Cathepsin Z,cathepsin Z-like [Stylophora pistillata]
3.0921308305392904e-80,2.1062767008935928,0.337,0.087,7.642510560760911e-76,1,MLC2.2,evm.model.Ap7.576,evm.TU.Ap7.576,Myosin-2 essential light chain,Myosin-2 essential light chain,myosin-2 essential light chain-like [Stylophora pistillata]
3.827976199053341e-80,1.7865534871235222,0.363,0.102,9.461225973580237e-76,1,COA.1,evm.model.Ap7.123,evm.TU.Ap7.123,Collagen alpha chain (Fragment),Collagen alpha-1(XXVII) chain B,collagen alpha chain-like [Orbicella faveolata]
5.074854813515066e-80,1.053464679283806,0.71,0.447,1.2543011157083837e-75,1,ENPL,evm.model.Ap10.486,evm.TU.Ap10.486,Endoplasmin,Endoplasmin (Fragment),endoplasmin-like isoform X1 [Orbicella faveolata]
4.1442124130949304e-79,0.858192733336578,0.404,0.135,1.024283540020543e-74,1,TIL,evm.model.Ap13.247,evm.TU.Ap13.247,Temperature-induced lipocalin-1,Apolipoprotein D,Apolipoprotein D [Stylophora pistillata]
4.628715268988615e-79,2.0803801173443555,0.282,0.062,1.144033265883226e-74,1,XYLA,evm.model.Ap3.2389,evm.TU.Ap3.2389,Xylose isomerase,Xylose isomerase,xylose isomerase-like [Orbicella faveolata]
2.0155840789350474e-78,0.912988552682553,0.448,0.166,4.981717609495863e-74,1,CO2.1,evm.model.Ap1.3769,evm.TU.Ap1.3769,Complement C2,Complement factor B,complement C2-like isoform X2 [Orbicella faveolata]
2.9055721843769693e-78,1.2398492852882954,0.401,0.13,7.181412210906117e-74,1,FBCD1.19,evm.model.Ap4.404,evm.TU.Ap4.404,Fibrinogen C domain-containing protein 1,Ryncolin-2,hemicentin-2-like [Orbicella faveolata]
6.518791945920773e-78,2.0119276220721094,0.31,0.075,1.6111846173537782e-73,1,LAMP1,evm.model.Ap8.257,evm.TU.Ap8.257,Lysosome-associated membrane glycoprotein 1,Lysosome-associated membrane glycoprotein 2,lysosome-associated membrane glycoprotein 3-like [Orbicella faveolata]
2.2855184253971427e-77,1.7709856411884624,0.389,0.124,5.648887340211578e-73,1,P30.1,evm.model.Ap2.3389,evm.TU.Ap2.3389,P30 adhesin,Accumulation-associated protein,annexin A7-like [Stylophora pistillata]
2.4927974475056268e-76,1.713180277487569,0.361,0.11,6.161198171254908e-72,1,ASAH1,evm.model.Ap5.2806,evm.TU.Ap5.2806,Acid ceramidase,Predicted protein,acid ceramidase-like [Stylophora pistillata]
1.3629014311007617e-75,1.603729172987161,0.4,0.132,3.368547177108643e-71,1,ACTC.3,evm.model.Ap12.1198,evm.TU.Ap12.1198,"Actin, cytoplasmic",Actin,actin [Galaxea fascicularis]
1.9381416118770254e-75,1.2176965172848413,0.659,0.354,4.790310807915256e-71,1,ACBP,evm.model.Ap7.931,evm.TU.Ap7.931,Acyl-CoA-binding protein,Acyl-CoA-binding protein,acyl-CoA-binding protein-like [Orbicella faveolata]
1.1286098488004195e-74,2.3736608205281,0.24,0.046,2.7894721022951167e-70,1,EPDR1,evm.model.Ap13.2162,evm.TU.Ap13.2162,Mammalian ependymin-related protein 1,Mammalian ependymin-related protein 1,mammalian ependymin-related protein 1-like [Orbicella faveolata]
1.1489044420355894e-74,1.9085487225810862,0.315,0.081,2.8396322189351626e-70,1,HEXB,evm.model.Ap4.498,evm.TU.Ap4.498,Beta-hexosaminidase subunit beta,Beta-hexosaminidase subunit beta,beta-hexosaminidase subunit beta-like [Orbicella faveolata]
1.0975871311749189e-73,1.5561368358316843,0.436,0.162,2.712796353411929e-69,1,LTOR3,evm.model.Ap4.595,evm.TU.Ap4.595,Ragulator complex protein LAMTOR3,Predicted protein,ragulator complex protein LAMTOR3-A-like [Orbicella faveolata]
1.6623332759623287e-73,1.1648328402111776,0.608,0.293,4.1086229248684914e-69,1,TYB,evm.model.Ap11.89,evm.TU.Ap11.89,Thymosin beta,Thymosin beta-4,uncharacterized protein LOC110039838 [Orbicella faveolata]
7.460089752084988e-72,1.5743065568192853,0.283,0.068,1.8438357831253257e-67,1,evm.TU.Ap3.1751,evm.model.Ap3.1751,evm.TU.Ap3.1751,NA,Uncharacterized protein,uncharacterized protein LOC110066984 [Orbicella faveolata]
1.0238469874446447e-71,1.1323027996559119,0.52,0.249,2.5305402141681838e-67,1,S2611,evm.model.Ap12.1425,evm.TU.Ap12.1425,Sodium-independent sulfate anion transporter,Sodium-independent sulfate anion transporter,sodium-independent sulfate anion transporter-like isoform X1 [Orbicella faveolata]
1.2617763461539356e-71,0.9898549024565888,0.716,0.451,3.118606417154067e-67,1,SODC.4,evm.model.Ap6.2625,evm.TU.Ap6.2625,Superoxide dismutase [Cu-Zn],Superoxide dismutase [Cu-Zn],copper-zinc superoxide dismutase [Galaxea astreata]
1.9863848320882627e-71,2.159605711240099,0.295,0.101,4.90954875098935e-67,1,evm.TU.Ap5.1617,evm.model.Ap5.1617,evm.TU.Ap5.1617,NA,Uncharacterized protein,uncharacterized protein LOC110045205 [Orbicella faveolata]
3.1279977344663544e-71,1.2764785934827945,0.565,0.26,7.731159200507042e-67,1,LGMN,evm.model.Ap13.651,evm.TU.Ap13.651,Legumain,Legumain,legumain-like [Orbicella faveolata]
4.404929832888076e-71,1.2265707434377777,0.394,0.135,1.0887224574966168e-66,1,CO1A2.9,evm.model.Ap7.132,evm.TU.Ap7.132,Collagen alpha-2(I) chain,Collagen alpha-2(I) chain,collagen alpha-1(I) chain-like [Stylophora pistillata]
1.9584899986093802e-70,1.5004524142945432,0.461,0.174,4.840603880562945e-66,1,FSCN1,evm.model.Ap12.1162,evm.TU.Ap12.1162,Fascin,Fascin,fascin-like [Orbicella faveolata]
2.4936933342022726e-70,1.2781029042383925,0.331,0.098,6.163412444814337e-66,1,APOB,evm.model.Ap14.1599,evm.TU.Ap14.1599,Apolipoprotein B-100,Apolipophorin,uncharacterized protein LOC110065941 [Orbicella faveolata]
1.8818269456487773e-69,0.8731956284248854,0.688,0.363,4.651123478865518e-65,1,MYS.2,evm.model.Ap12.472,evm.TU.Ap12.472,"Myosin heavy chain, striated muscle","Myosin heavy chain, striated muscle","myosin heavy chain, striated muscle-like isoform X3 [Stylophora pistillata]"
3.7696975857424044e-69,2.0259921070854383,0.235,0.047,9.317184552920926e-65,1,evm.TU.Ap4.478,evm.model.Ap4.478,evm.TU.Ap4.478,NA,NA,uncharacterized protein DDB_G0290685-like [Orbicella faveolata]
