p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene_symbol,Protein_ID,gene,swissprot_symbol,trembl_symbol,ncbi_symbol
5.428100008492201e-199,2.5090213614637094,0.563,0.136,1.6841223086347902e-194,1,C163A.4,evm.model.Ap9.2720,evm.TU.Ap9.2720,Scavenger receptor cysteine-rich type 1 protein M130,Roundabout-like 2,hypothetical protein BSL78_08542 [Apostichopus japonicus]
3.3286353364182647e-196,1.8775178900474323,0.765,0.343,1.0327423994771309e-191,1,Sym.139886.c2.g4.i5,NA,NA,NA,NA,NA
4.7586880380971575e-192,1.1330334758945702,0.805,0.329,1.4764305507000241e-187,1,CO4A1.2,evm.model.Ap8.1235,evm.TU.Ap8.1235,Collagen alpha-1(IV) chain,Collagen alpha-5(IV) chain,collagen alpha-5(IV) chain-like [Orbicella faveolata]
6.910541325519657e-191,2.102439977439067,0.663,0.247,2.144064551655729e-186,1,CYTB,evm.model.Ap6.2335,evm.TU.Ap6.2335,Cystatin-B,Cystatin-B,cystatin-B-like [Stylophora pistillata]
5.220651737053447e-175,1.417959165818385,0.792,0.346,1.6197594079382024e-170,1,MYP,evm.model.Ap1.2268,evm.TU.Ap1.2268,Major yolk protein,Major yolk protein,major yolk protein-like isoform X2 [Stylophora pistillata]
2.464063675547475e-174,1.4466187344632369,0.786,0.348,7.645003959753596e-170,1,MLRP2.6,evm.model.Ap4.1023,evm.TU.Ap4.1023,MAM and LDL-receptor class A domain-containing protein 2 (Fragment),MAM and LDL-receptor domain-containing protein (Fragment),RecName: Full=MAM and LDL-receptor class A domain-containing protein 2; AltName: Full=Skeletal organic matrix MAM and LDL-receptor 2; Short=SOM MAM and LDL-receptor 2
2.6598222514695555e-169,2.2245271674168015,0.526,0.131,8.252364517409443e-165,1,evm.TU.Ap9.2758,evm.model.Ap9.2758,evm.TU.Ap9.2758,NA,Uncharacterized protein,uncharacterized protein LOC110060818 isoform X2 [Orbicella faveolata]
6.236137378684815e-166,1.471942940380993,0.838,0.444,1.934823983110751e-161,1,RBP2A.2,evm.model.Ap12.2302,evm.TU.Ap12.2302,Reticulocyte-binding protein 2 homolog a,Reticulocyte-binding protein 2-like a,Reticulocyte-binding protein 2-like a [Stylophora pistillata]
1.8518763710556772e-165,1.983756989139841,0.559,0.15,5.745631628837344e-161,1,TPM2,evm.model.Ap3.571,evm.TU.Ap3.571,Tropomyosin-2,Tropomyosin beta chain,tropomyosin-like [Orbicella faveolata]
4.921973742270633e-165,1.5450749297625568,0.753,0.334,1.5270915732768866e-160,1,PLBL2.1,evm.model.Ap3.2240,evm.TU.Ap3.2240,Putative phospholipase B-like 2,Putative phospholipase B-like 2,putative phospholipase B-like 2 [Orbicella faveolata]
1.0557546008034938e-135,2.4443938979577644,0.404,0.087,3.2755842244529197e-131,1,CATL.6,evm.model.Ap4.5490,evm.TU.Ap4.5490,Cathepsin L,Predicted protein,cathepsin L1-like [Orbicella faveolata]
9.735911075904072e-135,1.9437723086735388,0.558,0.189,3.0206637704099975e-130,1,evm.TU.Ap8.259,evm.model.Ap8.259,evm.TU.Ap8.259,NA,Uncharacterized protein,uncharacterized protein LOC110065474 [Orbicella faveolata]
1.6663734697823716e-132,2.3862413285290867,0.465,0.154,5.170090327346787e-128,1,CATL.9,evm.model.Ap4.5487,evm.TU.Ap4.5487,Cathepsin L,Predicted protein,cathepsin L1-like isoform X2 [Orbicella faveolata]
3.0747620923556524e-131,1.8692281340166448,0.53,0.157,9.539756867742648e-127,1,VAT1.1,evm.model.Ap4.5494,evm.TU.Ap4.5494,Synaptic vesicle membrane protein VAT-1 homolog,Synaptic vesicle membrane protein VAT-1-like,synaptic vesicle membrane protein VAT-1 homolog [Stylophora pistillata]
1.4171259087994771e-128,2.307454205269516,0.398,0.088,4.3967748446412575e-124,1,ACP7.10,evm.model.Ap1.1876,evm.TU.Ap1.1876,Acid phosphatase type 7,Iron/zinc purple acid phosphatase-like protein,acid phosphatase type 7-like isoform X2 [Orbicella faveolata]
6.626259698829223e-128,1.6231744038962346,0.663,0.305,2.0558633341587547e-123,1,ADK,evm.model.Ap2.2455,evm.TU.Ap2.2455,Adenosine kinase,Adenosine kinase 1,adenosine kinase 1-like [Stylophora pistillata]
2.5847240769268676e-126,1.1150999768205132,0.898,0.668,8.019364921073299e-122,1,CALR,evm.model.Ap14.1496,evm.TU.Ap14.1496,Calreticulin,Predicted protein (Fragment),calreticulin-like [Orbicella faveolata]
4.007006191010261e-125,2.2059735991927263,0.41,0.099,1.2432137408228436e-120,1,TPP1,evm.model.Ap5.208,evm.TU.Ap5.208,Tripeptidyl-peptidase 1,Tripeptidyl-peptidase 1,tripeptidyl-peptidase 1-like [Orbicella faveolata]
8.704763036977076e-123,1.8770025820964347,0.476,0.134,2.7007397798525077e-118,1,MRC1.11,evm.model.Ap13.1003,evm.TU.Ap13.1003,Macrophage mannose receptor 1,Macrophage mannose receptor 1,macrophage mannose receptor 1-like isoform X2 [Orbicella faveolata]
5.904468062001844e-119,1.9129350164543497,0.458,0.122,1.831920260916692e-114,1,FSTL1.2,evm.model.Ap7.2221,evm.TU.Ap7.2221,Follistatin-related protein 1,Testican-3,follistatin-related protein 1-like [Orbicella faveolata]
3.654159816709423e-117,1.5940439315296253,0.601,0.248,1.1337396247322657e-112,1,SMT1,evm.model.Ap9.1906,evm.TU.Ap9.1906,Cycloartenol-C-24-methyltransferase 1,Methyltransferase,cycloartenol-C-24-methyltransferase 1-like [Orbicella faveolata]
1.4044606241202842e-116,1.2178490859755133,0.576,0.211,4.357479532395594e-112,1,MOXD1.11,evm.model.Ap13.236,evm.TU.Ap13.236,DBH-like monooxygenase protein 1,DBH-like monooxygenase protein 1,DBH-like monooxygenase protein 1 [Stylophora pistillata]
1.1438933589540057e-113,2.5382741484425946,0.365,0.081,3.549043535490698e-109,1,NPC2.5,evm.model.Ap8.2721,evm.TU.Ap8.2721,Epididymal secretory protein E1,Protein NPC2-like,epididymal secretory protein E1-like [Orbicella faveolata]
1.6031958951336348e-112,1.8061141933654454,0.508,0.165,4.9740755842416156e-108,1,MGST1,evm.model.Ap9.79,evm.TU.Ap9.79,Microsomal glutathione S-transferase 1,Microsomal glutathione S-transferase 1,microsomal glutathione S-transferase 1-like [Orbicella faveolata]
4.939467347638948e-108,1.5510337470345932,0.51,0.167,1.53251913927846e-103,1,CRA1B.6,evm.model.Ap1.2658,evm.TU.Ap1.2658,Collagen alpha-1(XXVII) chain B,Collagen alpha-2(I) chain,collagen alpha-1(I) chain-like [Stylophora pistillata]
2.0633579259153465e-107,1.3635999290475027,0.53,0.189,6.401774300944954e-103,1,FP.3,evm.model.Ap10.194,evm.TU.Ap10.194,Fibronectin type III domain-containing protein,Receptor-type tyrosine-protein phosphatase delta,hemicentin-2-like isoform X2 [Orbicella faveolata]
4.06101922202574e-107,1.4671819591005901,0.555,0.208,1.259971823825706e-102,1,evm.TU.Ap2.3822,evm.model.Ap2.3822,evm.TU.Ap2.3822,NA,Uncharacterized protein,neurofilament medium polypeptide-like isoform X1 [Orbicella faveolata]
3.082026939677956e-104,1.7851802356687496,0.5,0.171,9.562296783044825e-100,1,MLP2,evm.model.Ap12.2615,evm.TU.Ap12.2615,Muscle LIM protein Mlp84B,Transgelin,cysteine and glycine-rich protein 1-like [Stylophora pistillata]
1.036491385389337e-102,0.9485379530816869,0.592,0.238,3.2158181723089574e-98,1,CO4A2.8,evm.model.Ap8.1233,evm.TU.Ap8.1233,Collagen alpha-2(IV) chain,Collagen alpha-2(IV) chain,collagen alpha-2(IV) chain-like [Orbicella faveolata]
1.4410456243247414e-101,0.8038619974013996,0.515,0.202,4.4709881540299426e-97,1,evm.TU.Ap2.2569,evm.model.Ap2.2569,evm.TU.Ap2.2569,NA,Uncharacterized protein,major surface trophozoite antigen 11-like [Orbicella faveolata]
6.690490876679894e-98,1.32525555195128,0.696,0.346,2.075791699398704e-93,1,CORO6,evm.model.Ap3.216,evm.TU.Ap3.216,Coronin-6,Coronin-6,coronin-6-like [Orbicella faveolata]
1.3029410491314361e-96,0.768373599111468,0.527,0.211,4.0425048990351935e-92,1,MMP24,evm.model.Ap13.2852,evm.TU.Ap13.2852,Matrix metalloproteinase-24,Matrix metalloproteinase-14,matrix metalloproteinase-14-like [Stylophora pistillata]
2.4108273483887055e-95,1.8201447638580022,0.369,0.097,7.479832931110798e-91,1,ZAN.1,evm.model.Ap5.2360,evm.TU.Ap5.2360,Zonadhesin,Uncharacterized protein,enolase-phosphatase E1-like [Orbicella faveolata]
2.1851025316792906e-93,2.0943251109433336,0.287,0.056,6.779499114788167e-89,1,ES16,evm.model.Ap13.790,evm.TU.Ap13.790,Ecdysteroid-regulated 16 kDa protein,ATP-binding cassette sub-family D member 4,ATP-binding cassette sub-family D member 4 [Stylophora pistillata]
1.9439776507511026e-92,1.1003457291211207,0.763,0.491,6.031385059220371e-88,1,USPAL.3,evm.model.Ap7.1520,evm.TU.Ap7.1520,Universal stress protein A-like protein,Transmembrane protein 170A,uncharacterized protein LOC111328347 [Stylophora pistillata]
5.674091019180718e-90,1.3503582173988709,0.587,0.247,1.7604434796110096e-85,1,PPT1.2,evm.model.Ap3.371,evm.TU.Ap3.371,Palmitoyl-protein thioesterase 1,Palmitoyl-protein thioesterase 1,palmitoyl-protein thioesterase 1-like [Stylophora pistillata]
3.185622616697593e-89,1.451765992900353,0.442,0.142,9.883712730565953e-85,1,SULF1,evm.model.Ap9.1187,evm.TU.Ap9.1187,Extracellular sulfatase Sulf-1,Extracellular sulfatase Sulf-1,extracellular sulfatase Sulf-1-like [Orbicella faveolata]
3.138081567633041e-88,1.826022058062049,0.356,0.091,9.736211871738274e-84,1,evm.TU.Ap1.572,evm.model.Ap1.572,evm.TU.Ap1.572,NA,Uncharacterized protein,hypothetical protein AWC38_SpisGene3394 [Stylophora pistillata]
3.672730371033486e-87,1.4830313976560947,0.559,0.26,1.1395013249168494e-82,1,PEAM1,evm.model.Ap2.447,evm.TU.Ap2.447,Phosphoethanolamine N-methyltransferase 1,Phosphoethanolamine N-methyltransferase 1,phosphoethanolamine N-methyltransferase 1-like [Stylophora pistillata]
1.6077769377987028e-86,2.0702183875259266,0.316,0.074,4.988288727214255e-82,1,CO6A6.1,evm.model.Ap7.950,evm.TU.Ap7.950,Collagen alpha-6(VI) chain,Collagen alpha-3(VI) chain,uncharacterized protein LOC111343812 [Stylophora pistillata]
4.167850534906564e-86,2.078894317614032,0.348,0.092,1.2931173069601105e-81,1,MEGF6.2,evm.model.Ap3.2403,evm.TU.Ap3.2403,Multiple epidermal growth factor-like domains protein 6,Latent-transforming growth factor beta-binding protein 1,latent-transforming growth factor beta-binding protein 3-like [Stylophora pistillata]
4.7004818182693625e-86,1.8364537107909769,0.354,0.094,1.4583714889362524e-81,1,PPIB,evm.model.Ap1.1388,evm.TU.Ap1.1388,Peptidyl-prolyl cis-trans isomerase B,Peptidyl-prolyl cis-trans isomerase B,peptidyl-prolyl cis-trans isomerase B-like [Orbicella faveolata]
9.225828650699002e-86,1.5383750306319601,0.391,0.117,2.862405597165872e-81,1,CSMD3.14,evm.model.Ap1.3770,evm.TU.Ap1.3770,CUB and sushi domain-containing protein 3,CUB and sushi domain-containing protein 3,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like [Orbicella faveolata]"
1.3727025161569285e-84,1.09636627884962,0.773,0.437,4.2589468266284866e-80,1,YHLA,evm.model.Ap3.224,evm.TU.Ap3.224,Uncharacterized 34.8 kDa protein in hlyA 3'region,Uncharacterized protein,uncharacterized protein LOC110052457 [Orbicella faveolata]
3.4804387611407104e-84,1.433562026558894,0.496,0.202,1.0798409300315169e-79,1,APOB.1,evm.model.Ap1.1713,evm.TU.Ap1.1713,Apolipoprotein B-100,Apolipophorin,uncharacterized protein LOC111337489 [Stylophora pistillata]
5.381554763351238e-82,1.0007609125887975,0.786,0.506,1.6696811808773551e-77,1,EZRI,evm.model.Ap6.3229,evm.TU.Ap6.3229,Ezrin,Radixin,moesin-like [Stylophora pistillata]
6.297024201133646e-81,1.7839091849336208,0.333,0.089,1.9537147286437252e-76,1,evm.TU.Ap14.1597,evm.model.Ap14.1597,evm.TU.Ap14.1597,NA,Uncharacterized protein,uncharacterized protein LOC110065941 [Orbicella faveolata]
1.8172280361175856e-77,1.0480754629820903,0.722,0.458,5.638131704858421e-73,1,SODC.4,evm.model.Ap6.2625,evm.TU.Ap6.2625,Superoxide dismutase [Cu-Zn],Superoxide dismutase [Cu-Zn],copper-zinc superoxide dismutase [Galaxea astreata]
7.9327227698908e-77,1.7927409839847233,0.339,0.093,2.4612065665863196e-72,1,TICN2,evm.model.Ap5.1901,evm.TU.Ap5.1901,Testican-2,Testican-2,testican-2-like [Orbicella faveolata]
9.00836115351135e-77,1.7093704470507263,0.397,0.132,2.7949341314884317e-72,1,evm.TU.Ap13.1714.evm.TU.Ap13.1718,NA,NA,NA,NA,NA
6.137484615210259e-76,1.0433092127950405,0.36,0.118,1.904215976715135e-71,1,PPN,evm.model.Ap13.3001,evm.TU.Ap13.3001,Papilin,Papilin,papilin-like isoform X1 [Stylophora pistillata]
1.0689875462837959e-75,1.2260984969552786,0.665,0.363,3.316640761100105e-71,1,ACBP,evm.model.Ap7.931,evm.TU.Ap7.931,Acyl-CoA-binding protein,Acyl-CoA-binding protein,acyl-CoA-binding protein-like [Orbicella faveolata]
4.8284430477843795e-74,1.4480401352662853,0.41,0.142,1.4980727400055817e-69,1,evm.TU.Ap3.1423.evm.TU.Ap3.1431,NA,NA,NA,NA,NA
8.607256990234179e-74,1.644742991105506,0.358,0.108,2.6704875537900564e-69,1,evm.TU.Ap1.574,evm.model.Ap1.574,evm.TU.Ap1.574,NA,Uncharacterized protein,uncharacterized protein LOC111321673 isoform X1 [Stylophora pistillata]
1.0173657980360178e-73,2.2972897157125134,0.249,0.052,3.1564791249865486e-69,1,HPGDS.4,evm.model.Ap9.2356,evm.TU.Ap9.2356,Hematopoietic prostaglandin D synthase,Glutathione S-transferase 1,glutathione S-transferase-like [Orbicella faveolata]
2.4597290891489087e-73,0.9283610001451721,0.408,0.144,7.631555471993404e-69,1,TIL,evm.model.Ap13.247,evm.TU.Ap13.247,Temperature-induced lipocalin-1,Apolipoprotein D,Apolipoprotein D [Stylophora pistillata]
4.251246279153454e-73,2.3101154260405106,0.247,0.052,1.3189916705701507e-68,1,EPDR1,evm.model.Ap13.2162,evm.TU.Ap13.2162,Mammalian ependymin-related protein 1,Mammalian ependymin-related protein 1,mammalian ependymin-related protein 1-like [Orbicella faveolata]
4.6157190814360107e-73,1.6510363918360795,0.41,0.141,1.4320730022063366e-68,1,ACTC.3,evm.model.Ap12.1198,evm.TU.Ap12.1198,"Actin, cytoplasmic",Actin,actin [Galaxea fascicularis]
5.639717585754806e-72,1.9982150253811317,0.339,0.097,1.749778778156286e-67,1,MLC2.2,evm.model.Ap7.576,evm.TU.Ap7.576,Myosin-2 essential light chain,Myosin-2 essential light chain,myosin-2 essential light chain-like [Stylophora pistillata]
1.0979368673835773e-71,1.3329682277862913,0.373,0.12,3.406458924744287e-67,1,LRP4.1,evm.model.Ap11.92,evm.TU.Ap11.92,Low-density lipoprotein receptor-related protein 4,Prothrombin,uncharacterized protein LOC110039834 [Orbicella faveolata]
1.1443609506919728e-71,1.0588404362525634,0.738,0.44,3.550494285616915e-67,1,MYH10,evm.model.Ap12.538,evm.TU.Ap12.538,Myosin-10,Myosin-10,myosin-10-like [Orbicella faveolata]
2.0373413522858725e-71,1.653807883778799,0.338,0.099,6.321055279602148e-67,1,evm.TU.Ap13.1132.evm.TU.Ap13.1133,NA,NA,NA,NA,NA
2.2211490174206254e-71,1.6909590567835517,0.395,0.134,6.891336941449232e-67,1,P30.1,evm.model.Ap2.3389,evm.TU.Ap2.3389,P30 adhesin,Accumulation-associated protein,annexin A7-like [Stylophora pistillata]
6.658354319237177e-71,1.6686757140561204,0.367,0.119,2.0658210110865264e-66,1,ASAH1,evm.model.Ap5.2806,evm.TU.Ap5.2806,Acid ceramidase,Predicted protein,acid ceramidase-like [Stylophora pistillata]
7.365924085173224e-71,2.0010377289924945,0.317,0.088,2.2853516066658445e-66,1,evm.TU.Ap14.1262,evm.model.Ap14.1262,evm.TU.Ap14.1262,NA,Uncharacterized protein,uncharacterized protein LOC110048565 isoform X1 [Orbicella faveolata]
9.484439875018152e-70,1.5508486930056848,0.316,0.09,2.9426423156231316e-65,1,YTX2.83,evm.model.Ap8.1360,evm.TU.Ap8.1360,Transposon TX1 uncharacterized 149 kDa protein,Hemicentin-1,LOW QUALITY PROTEIN: hemicentin-1-like [Stylophora pistillata]
1.1716022521595275e-69,1.7469312253733182,0.343,0.106,3.63501314755015e-65,1,SBP1.1,evm.model.Ap2.3765,evm.TU.Ap2.3765,Selenium-binding protein 1,Selenium-binding protein 1,selenium-binding protein 1-like [Orbicella faveolata]
1.3155717291859437e-69,1.0326957383765794,0.709,0.455,4.081692846972309e-65,1,ENPL,evm.model.Ap10.486,evm.TU.Ap10.486,Endoplasmin,Endoplasmin (Fragment),endoplasmin-like isoform X1 [Orbicella faveolata]
2.214395719715079e-69,1.4049040077934714,0.387,0.13,6.870384159988004e-65,1,CO1A2.11,evm.model.Ap7.133,evm.TU.Ap7.133,Collagen alpha-2(I) chain,Collagen alpha-2(I) chain,collagen alpha-1(I) chain-like [Orbicella faveolata]
9.323805812287362e-69,1.5909925409686292,0.407,0.153,2.892803991320277e-64,1,METK1,evm.model.Ap4.13,evm.TU.Ap4.13,S-adenosylmethionine synthase isoform type-1,S-adenosylmethionine synthase isoform type-1,S-adenosylmethionine synthase-like [Orbicella faveolata]
1.55579128610956e-68,1.943483440049597,0.283,0.072,4.826998044283521e-64,1,XYLA,evm.model.Ap3.2389,evm.TU.Ap3.2389,Xylose isomerase,Xylose isomerase,xylose isomerase-like [Orbicella faveolata]
2.5778720841118282e-68,1.4816974805413057,0.483,0.214,7.998105928165358e-64,1,CATZ,evm.model.Ap2.1984,evm.TU.Ap2.1984,Cathepsin Z,Cathepsin Z,cathepsin Z-like [Stylophora pistillata]
5.081281910853345e-68,1.143004207517511,0.523,0.258,1.5765185256613588e-63,1,S2611,evm.model.Ap12.1425,evm.TU.Ap12.1425,Sodium-independent sulfate anion transporter,Sodium-independent sulfate anion transporter,sodium-independent sulfate anion transporter-like isoform X1 [Orbicella faveolata]
8.945283943072e-68,1.9081399137005037,0.31,0.085,2.7753637961775186e-63,1,LAMP1,evm.model.Ap8.257,evm.TU.Ap8.257,Lysosome-associated membrane glycoprotein 1,Lysosome-associated membrane glycoprotein 2,lysosome-associated membrane glycoprotein 3-like [Orbicella faveolata]
1.0850218034713848e-67,1.1625367270913771,0.611,0.304,3.3663886474503184e-63,1,TYB,evm.model.Ap11.89,evm.TU.Ap11.89,Thymosin beta,Thymosin beta-4,uncharacterized protein LOC110039838 [Orbicella faveolata]
2.5263027847361938e-67,2.5514521979608755,0.185,0.031,7.838107019922515e-63,1,ACOT2.1,evm.model.Ap4.1500,evm.TU.Ap4.1500,"Acyl-coenzyme A thioesterase 2, mitochondrial",Acyl-coenzyme A amino acid N-acyltransferase 2,acyl-coenzyme A thioesterase 1-like [Orbicella faveolata]
1.0599993293018933e-66,1.5416164812663162,0.44,0.173,3.288753919092054e-62,1,LTOR3,evm.model.Ap4.595,evm.TU.Ap4.595,Ragulator complex protein LAMTOR3,Predicted protein,ragulator complex protein LAMTOR3-A-like [Orbicella faveolata]
5.566645538293996e-66,1.5727684828636375,0.356,0.115,1.7271074447110952e-61,1,COA.1,evm.model.Ap7.123,evm.TU.Ap7.123,Collagen alpha chain (Fragment),Collagen alpha-1(XXVII) chain B,collagen alpha chain-like [Orbicella faveolata]
2.153923532984531e-64,1.2094819302142037,0.381,0.135,6.682763153437806e-60,1,LAMA,evm.model.Ap3.24,evm.TU.Ap3.24,Laminin subunit alpha,Laminin subunit alpha,laminin subunit alpha-like [Orbicella faveolata]
2.394321865291905e-64,1.8030698310469706,0.314,0.091,7.428623019254664e-60,1,HEXB,evm.model.Ap4.498,evm.TU.Ap4.498,Beta-hexosaminidase subunit beta,Beta-hexosaminidase subunit beta,beta-hexosaminidase subunit beta-like [Orbicella faveolata]
2.2034986827741178e-63,1.4460300539734638,0.462,0.185,6.836575013174978e-59,1,FSCN1,evm.model.Ap12.1162,evm.TU.Ap12.1162,Fascin,Fascin,fascin-like [Orbicella faveolata]
2.798095755796329e-63,0.8578993865873228,0.795,0.536,8.68137189193369e-59,1,CADF.3,evm.model.Ap13.169,evm.TU.Ap13.169,Cofilin/actin-depolymerizing factor homolog,"Actin-depolymerizing factor 2, isoform c",PREDICTED: actin-depolymerizing factor 3-like isoform X1 [Acropora digitifera]
6.620401211272759e-63,2.2468345063212407,0.221,0.047,2.054045679809486e-58,1,FUCO.4,evm.model.Ap2.2030,evm.TU.Ap2.2030,Alpha-L-fucosidase,Alpha-L-fucosidase,alpha-L-fucosidase-like [Orbicella faveolata]
7.223687196421396e-63,2.1891488383365254,0.224,0.053,2.2412211895617022e-58,1,evm.TU.Ap7.2925,evm.model.Ap7.2925,evm.TU.Ap7.2925,NA,Uncharacterized protein K02A2.6,Uncharacterized protein K02A2.6 [Stylophora pistillata]
7.726014653901223e-63,1.6889537120123974,0.282,0.077,2.3970733065193936e-58,1,evm.TU.Ap2.3736,evm.model.Ap2.3736,evm.TU.Ap2.3736,NA,Uncharacterized protein,hypothetical protein AWC38_SpisGene14347 [Stylophora pistillata]
9.048562222240656e-63,1.9151794975046492,0.237,0.054,2.8074069150723858e-58,1,evm.TU.Ap4.478,evm.model.Ap4.478,evm.TU.Ap4.478,NA,NA,uncharacterized protein DDB_G0290685-like [Orbicella faveolata]
2.6385117004799295e-62,1.4190675862589537,0.281,0.077,8.186246401909029e-58,1,evm.TU.Ap3.1751,evm.model.Ap3.1751,evm.TU.Ap3.1751,NA,Uncharacterized protein,uncharacterized protein LOC110066984 [Orbicella faveolata]
3.524150068163417e-62,1.2990300449607128,0.389,0.141,1.0934028001483818e-57,1,DPGN,evm.model.Ap2.831,evm.TU.Ap2.831,Serine protease inhibitor dipetalogastin (Fragment),Predicted protein (Fragment),PREDICTED: serine protease inhibitor dipetalogastin-like [Acropora digitifera]
6.073303054192885e-62,1.242575501268465,0.563,0.272,1.8843030055938843e-57,1,LGMN,evm.model.Ap13.651,evm.TU.Ap13.651,Legumain,Legumain,legumain-like [Orbicella faveolata]
