p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene_symbol,Protein_ID,gene,swissprot_symbol,trembl_symbol,ncbi_symbol
1.2846568326614443e-186,1.6158553305497052,0.748,0.32,3.9857762890153974e-182,0,PLBL2.1,evm.model.Ap3.2240,evm.TU.Ap3.2240,Putative phospholipase B-like 2,Putative phospholipase B-like 2,putative phospholipase B-like 2 [Orbicella faveolata]
1.06766382064811e-162,1.2255663882878105,0.903,0.657,3.3125337699428262e-158,0,CALR,evm.model.Ap14.1496,evm.TU.Ap14.1496,Calreticulin,Predicted protein (Fragment),calreticulin-like [Orbicella faveolata]
5.5404971981712766e-160,2.2030781261997756,0.472,0.105,1.7189946607046203e-155,0,FSTL1.2,evm.model.Ap7.2221,evm.TU.Ap7.2221,Follistatin-related protein 1,Testican-3,follistatin-related protein 1-like [Orbicella faveolata]
3.954342319714882e-155,2.1608609387267976,0.483,0.118,1.2268742481147393e-150,0,MRC1.11,evm.model.Ap13.1003,evm.TU.Ap13.1003,Macrophage mannose receptor 1,Macrophage mannose receptor 1,macrophage mannose receptor 1-like isoform X2 [Orbicella faveolata]
4.919433850009449e-155,2.4933847065420793,0.398,0.075,1.5263035463039316e-150,0,ACP7.10,evm.model.Ap1.1876,evm.TU.Ap1.1876,Acid phosphatase type 7,Iron/zinc purple acid phosphatase-like protein,acid phosphatase type 7-like isoform X2 [Orbicella faveolata]
1.0144980538683689e-151,1.99737608847108,0.529,0.144,3.147581661932001e-147,0,VAT1.1,evm.model.Ap4.5494,evm.TU.Ap4.5494,Synaptic vesicle membrane protein VAT-1 homolog,Synaptic vesicle membrane protein VAT-1-like,synaptic vesicle membrane protein VAT-1 homolog [Stylophora pistillata]
9.794927211950028e-148,2.555952269822133,0.457,0.145,3.038974116779616e-143,0,CATL.9,evm.model.Ap4.5487,evm.TU.Ap4.5487,Cathepsin L,Predicted protein,cathepsin L1-like isoform X2 [Orbicella faveolata]
1.781511654091042e-146,2.333825194617649,0.408,0.087,5.527318057982867e-142,0,TPP1,evm.model.Ap5.208,evm.TU.Ap5.208,Tripeptidyl-peptidase 1,Tripeptidyl-peptidase 1,tripeptidyl-peptidase 1-like [Orbicella faveolata]
2.011232110509211e-145,2.5350332383806062,0.393,0.078,6.240048746065878e-141,0,CATL.6,evm.model.Ap4.5490,evm.TU.Ap4.5490,Cathepsin L,Predicted protein,cathepsin L1-like [Orbicella faveolata]
2.7514604405202988e-145,0.8345509864354259,0.596,0.221,8.536681162758279e-141,0,evm.TU.Ap2.2570,evm.model.Ap2.2570,evm.TU.Ap2.2570,NA,Uncharacterized protein,proprotein convertase subtilisin/kexin type 5-like [Orbicella faveolata]
9.840968878490802e-144,1.078402344918858,0.545,0.181,3.053259004240556e-139,0,evm.TU.Ap2.2569,evm.model.Ap2.2569,evm.TU.Ap2.2569,NA,Uncharacterized protein,major surface trophozoite antigen 11-like [Orbicella faveolata]
1.1341599759917972e-143,1.3116049053304542,0.582,0.195,3.51884474151215e-139,0,MOXD1.11,evm.model.Ap13.236,evm.TU.Ap13.236,DBH-like monooxygenase protein 1,DBH-like monooxygenase protein 1,DBH-like monooxygenase protein 1 [Stylophora pistillata]
4.947785883040888e-143,1.485174830233952,0.545,0.172,1.5351000480722658e-138,0,FP.3,evm.model.Ap10.194,evm.TU.Ap10.194,Fibronectin type III domain-containing protein,Receptor-type tyrosine-protein phosphatase delta,hemicentin-2-like isoform X2 [Orbicella faveolata]
2.0316249321120646e-141,1.5750604658615022,0.569,0.19,6.303319514370892e-137,0,evm.TU.Ap2.3822,evm.model.Ap2.3822,evm.TU.Ap2.3822,NA,Uncharacterized protein,neurofilament medium polypeptide-like isoform X1 [Orbicella faveolata]
2.819543047457189e-140,1.6709187685624551,0.662,0.292,8.747914259040674e-136,0,ADK,evm.model.Ap2.2455,evm.TU.Ap2.2455,Adenosine kinase,Adenosine kinase 1,adenosine kinase 1-like [Stylophora pistillata]
6.2484594392467434e-139,1.7084839305465072,0.52,0.15,1.9386470256206946e-134,0,CRA1B.6,evm.model.Ap1.2658,evm.TU.Ap1.2658,Collagen alpha-1(XXVII) chain B,Collagen alpha-2(I) chain,collagen alpha-1(I) chain-like [Stylophora pistillata]
8.361114580373871e-138,1.9441509425076426,0.544,0.179,2.5941194097067973e-133,0,evm.TU.Ap8.259,evm.model.Ap8.259,evm.TU.Ap8.259,NA,Uncharacterized protein,uncharacterized protein LOC110065474 [Orbicella faveolata]
8.605146710131288e-138,1.0887433776154272,0.558,0.189,2.6698328182853334e-133,0,MMP24,evm.model.Ap13.2852,evm.TU.Ap13.2852,Matrix metalloproteinase-24,Matrix metalloproteinase-14,matrix metalloproteinase-14-like [Stylophora pistillata]
1.8340777597859978e-132,1.1684411864415356,0.607,0.219,5.690409657512037e-128,0,CO4A2.8,evm.model.Ap8.1233,evm.TU.Ap8.1233,Collagen alpha-2(IV) chain,Collagen alpha-2(IV) chain,collagen alpha-2(IV) chain-like [Orbicella faveolata]
3.408560752501356e-126,1.6421143560558793,0.593,0.236,1.0575400590710707e-121,0,SMT1,evm.model.Ap9.1906,evm.TU.Ap9.1906,Cycloartenol-C-24-methyltransferase 1,Methyltransferase,cycloartenol-C-24-methyltransferase 1-like [Orbicella faveolata]
1.4644829381376852e-125,1.8446396288891518,0.506,0.153,4.543704763865982e-121,0,MGST1,evm.model.Ap9.79,evm.TU.Ap9.79,Microsomal glutathione S-transferase 1,Microsomal glutathione S-transferase 1,microsomal glutathione S-transferase 1-like [Orbicella faveolata]
3.439438653799102e-120,2.604130600459067,0.354,0.073,1.0671202367277096e-115,0,NPC2.5,evm.model.Ap8.2721,evm.TU.Ap8.2721,Epididymal secretory protein E1,Protein NPC2-like,epididymal secretory protein E1-like [Orbicella faveolata]
2.1794065858964105e-115,1.3978914177541624,0.7,0.332,6.761826873402203e-111,0,CORO6,evm.model.Ap3.216,evm.TU.Ap3.216,Coronin-6,Coronin-6,coronin-6-like [Orbicella faveolata]
1.1859738743128112e-113,2.3842818699430173,0.324,0.063,3.679602542442928e-109,0,CO6A6.1,evm.model.Ap7.950,evm.TU.Ap7.950,Collagen alpha-6(VI) chain,Collagen alpha-3(VI) chain,uncharacterized protein LOC111343812 [Stylophora pistillata]
1.1215818086012422e-112,1.8032951533912223,0.401,0.103,3.479819719366214e-108,0,CSMD3.14,evm.model.Ap1.3770,evm.TU.Ap1.3770,CUB and sushi domain-containing protein 3,CUB and sushi domain-containing protein 3,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like [Orbicella faveolata]"
1.8369191194189488e-112,2.014275351169312,0.362,0.079,5.699225259909231e-108,0,evm.TU.Ap1.572,evm.model.Ap1.572,evm.TU.Ap1.572,NA,Uncharacterized protein,hypothetical protein AWC38_SpisGene3394 [Stylophora pistillata]
4.410985082706105e-112,2.0395266486947707,0.362,0.082,1.368552231760396e-107,0,PPIB,evm.model.Ap1.1388,evm.TU.Ap1.1388,Peptidyl-prolyl cis-trans isomerase B,Peptidyl-prolyl cis-trans isomerase B,peptidyl-prolyl cis-trans isomerase B-like [Orbicella faveolata]
9.954334425240703e-111,1.7498998343736314,0.492,0.161,3.0884317987751803e-106,0,MLP2,evm.model.Ap12.2615,evm.TU.Ap12.2615,Muscle LIM protein Mlp84B,Transgelin,cysteine and glycine-rich protein 1-like [Stylophora pistillata]
2.217642027072882e-110,1.5346158901723483,0.447,0.129,6.880456153196324e-106,0,SULF1,evm.model.Ap9.1187,evm.TU.Ap9.1187,Extracellular sulfatase Sulf-1,Extracellular sulfatase Sulf-1,extracellular sulfatase Sulf-1-like [Orbicella faveolata]
5.5863628223207e-110,2.2542532788210523,0.355,0.08,1.7332249292532203e-105,0,MEGF6.2,evm.model.Ap3.2403,evm.TU.Ap3.2403,Multiple epidermal growth factor-like domains protein 6,Latent-transforming growth factor beta-binding protein 1,latent-transforming growth factor beta-binding protein 3-like [Stylophora pistillata]
2.879229430417294e-108,1.8782358889818132,0.365,0.088,8.933097230812696e-104,0,ZAN.1,evm.model.Ap5.2360,evm.TU.Ap5.2360,Zonadhesin,Uncharacterized protein,enolase-phosphatase E1-like [Orbicella faveolata]
2.514647157908189e-105,1.2976727088672173,0.376,0.103,7.801944272125948e-101,0,PPN,evm.model.Ap13.3001,evm.TU.Ap13.3001,Papilin,Papilin,papilin-like isoform X1 [Stylophora pistillata]
1.211610228475553e-102,2.182427327634163,0.279,0.05,3.759141894868251e-98,0,ES16,evm.model.Ap13.790,evm.TU.Ap13.790,Ecdysteroid-regulated 16 kDa protein,ATP-binding cassette sub-family D member 4,ATP-binding cassette sub-family D member 4 [Stylophora pistillata]
1.543485299354461e-102,1.9718693466521375,0.338,0.077,4.7888174897771504e-98,0,evm.TU.Ap14.1597,evm.model.Ap14.1597,evm.TU.Ap14.1597,NA,Uncharacterized protein,uncharacterized protein LOC110065941 [Orbicella faveolata]
6.664078891134945e-102,1.4627453896026243,0.499,0.189,2.067597116763528e-97,0,APOB.1,evm.model.Ap1.1713,evm.TU.Ap1.1713,Apolipoprotein B-100,Apolipophorin,uncharacterized protein LOC111337489 [Stylophora pistillata]
1.3536596366708977e-101,2.0351604807680332,0.348,0.081,4.1998643887351274e-97,0,TICN2,evm.model.Ap5.1901,evm.TU.Ap5.1901,Testican-2,Testican-2,testican-2-like [Orbicella faveolata]
1.3281210496973325e-98,1.377427390364137,0.584,0.235,4.120628368790944e-94,0,PPT1.2,evm.model.Ap3.371,evm.TU.Ap3.371,Palmitoyl-protein thioesterase 1,Palmitoyl-protein thioesterase 1,palmitoyl-protein thioesterase 1-like [Stylophora pistillata]
5.061495102888825e-98,1.8429092903899222,0.368,0.095,1.5703794706222868e-93,0,evm.TU.Ap1.574,evm.model.Ap1.574,evm.TU.Ap1.574,NA,Uncharacterized protein,uncharacterized protein LOC111321673 isoform X1 [Stylophora pistillata]
1.6378914518550505e-95,1.9835632347507777,0.349,0.087,5.08172201852548e-91,0,evm.TU.Ap13.1132.evm.TU.Ap13.1133,NA,NA,NA,NA,NA
2.568440358568424e-94,1.5465976640407177,0.383,0.107,7.968843056494392e-90,0,LRP4.1,evm.model.Ap11.92,evm.TU.Ap11.92,Low-density lipoprotein receptor-related protein 4,Prothrombin,uncharacterized protein LOC110039834 [Orbicella faveolata]
3.3980570699553705e-94,1.6279552099706212,0.4,0.116,1.0542811865243533e-89,0,CO1A2.11,evm.model.Ap7.133,evm.TU.Ap7.133,Collagen alpha-2(I) chain,Collagen alpha-2(I) chain,collagen alpha-1(I) chain-like [Orbicella faveolata]
5.820722560701243e-94,1.0856010207637241,0.763,0.48,1.8059373816831676e-89,0,USPAL.3,evm.model.Ap7.1520,evm.TU.Ap7.1520,Universal stress protein A-like protein,Transmembrane protein 170A,uncharacterized protein LOC111328347 [Stylophora pistillata]
4.115730096186399e-93,1.7257847426565958,0.325,0.079,1.276946419642792e-88,0,YTX2.83,evm.model.Ap8.1360,evm.TU.Ap8.1360,Transposon TX1 uncharacterized 149 kDa protein,Hemicentin-1,LOW QUALITY PROTEIN: hemicentin-1-like [Stylophora pistillata]
1.7956042806903173e-92,1.1200119108264794,0.774,0.424,5.571041841269779e-88,0,YHLA,evm.model.Ap3.224,evm.TU.Ap3.224,Uncharacterized 34.8 kDa protein in hlyA 3'region,Uncharacterized protein,uncharacterized protein LOC110052457 [Orbicella faveolata]
2.513015249778927e-92,1.5693883814920861,0.416,0.13,7.796881113964099e-88,0,evm.TU.Ap3.1423.evm.TU.Ap3.1431,NA,NA,NA,NA,NA
4.2734858851920484e-91,1.5003116764266857,0.549,0.251,1.325891730739685e-86,0,PEAM1,evm.model.Ap2.447,evm.TU.Ap2.447,Phosphoethanolamine N-methyltransferase 1,Phosphoethanolamine N-methyltransferase 1,phosphoethanolamine N-methyltransferase 1-like [Stylophora pistillata]
5.940520415607172e-91,1.7557040141256945,0.398,0.121,1.843105864146281e-86,0,evm.TU.Ap13.1714.evm.TU.Ap13.1718,NA,NA,NA,NA,NA
9.823631638600986e-91,1.0346913251724428,0.786,0.495,3.047879952192342e-86,0,EZRI,evm.model.Ap6.3229,evm.TU.Ap6.3229,Ezrin,Radixin,moesin-like [Stylophora pistillata]
1.4670715968076339e-90,1.527956440033837,0.408,0.126,4.551736336255365e-86,0,DPGN,evm.model.Ap2.831,evm.TU.Ap2.831,Serine protease inhibitor dipetalogastin (Fragment),Predicted protein (Fragment),PREDICTED: serine protease inhibitor dipetalogastin-like [Acropora digitifera]
1.2147985045991053e-88,2.4278167170742764,0.249,0.044,3.769033840369184e-84,0,HPGDS.4,evm.model.Ap9.2356,evm.TU.Ap9.2356,Hematopoietic prostaglandin D synthase,Glutathione S-transferase 1,glutathione S-transferase-like [Orbicella faveolata]
3.1965237474189166e-88,1.3929478692568813,0.394,0.121,9.917534578741931e-84,0,LAMA,evm.model.Ap3.24,evm.TU.Ap3.24,Laminin subunit alpha,Laminin subunit alpha,laminin subunit alpha-like [Orbicella faveolata]
4.64068946929189e-88,2.1366446709135225,0.321,0.078,1.4398203147425017e-83,0,evm.TU.Ap14.1262,evm.model.Ap14.1262,evm.TU.Ap14.1262,NA,Uncharacterized protein,uncharacterized protein LOC110048565 isoform X1 [Orbicella faveolata]
1.5539806986198973e-84,1.8422355911985477,0.346,0.096,4.8213805155380935e-80,0,SBP1.1,evm.model.Ap2.3765,evm.TU.Ap2.3765,Selenium-binding protein 1,Selenium-binding protein 1,selenium-binding protein 1-like [Orbicella faveolata]
1.987206686763363e-84,1.2534751369548838,0.401,0.13,6.16550746635201e-80,0,FBCD1.19,evm.model.Ap4.404,evm.TU.Ap4.404,Fibrinogen C domain-containing protein 1,Ryncolin-2,hemicentin-2-like [Orbicella faveolata]
3.102101113156294e-84,0.9266802661251763,0.448,0.166,9.624578913678718e-80,0,CO2.1,evm.model.Ap1.3769,evm.TU.Ap1.3769,Complement C2,Complement factor B,complement C2-like isoform X2 [Orbicella faveolata]
4.265875028763733e-84,1.1083008410173578,0.743,0.427,1.3235303864242357e-79,0,MYH10,evm.model.Ap12.538,evm.TU.Ap12.538,Myosin-10,Myosin-10,myosin-10-like [Orbicella faveolata]
7.38986356583696e-84,0.8693677468184797,0.405,0.135,2.292779069936575e-79,0,TIL,evm.model.Ap13.247,evm.TU.Ap13.247,Temperature-induced lipocalin-1,Apolipoprotein D,Apolipoprotein D [Stylophora pistillata]
8.828778413990939e-84,1.7890842982366286,0.363,0.103,2.739216790724829e-79,0,COA.1,evm.model.Ap7.123,evm.TU.Ap7.123,Collagen alpha chain (Fragment),Collagen alpha-1(XXVII) chain B,collagen alpha chain-like [Orbicella faveolata]
3.882584990145105e-83,2.1009693226060056,0.338,0.088,1.2046108190424203e-78,0,MLC2.2,evm.model.Ap7.576,evm.TU.Ap7.576,Myosin-2 essential light chain,Myosin-2 essential light chain,myosin-2 essential light chain-like [Stylophora pistillata]
8.762547822940044e-82,2.0868519370529204,0.283,0.063,2.718668087545378e-77,0,XYLA,evm.model.Ap3.2389,evm.TU.Ap3.2389,Xylose isomerase,Xylose isomerase,xylose isomerase-like [Orbicella faveolata]
9.205346779162992e-81,1.0676084111066606,0.711,0.444,2.85605089170311e-76,0,ENPL,evm.model.Ap10.486,evm.TU.Ap10.486,Endoplasmin,Endoplasmin (Fragment),endoplasmin-like isoform X1 [Orbicella faveolata]
9.523082846316155e-81,2.017894644550575,0.311,0.077,2.95463168389805e-76,0,LAMP1,evm.model.Ap8.257,evm.TU.Ap8.257,Lysosome-associated membrane glycoprotein 1,Lysosome-associated membrane glycoprotein 2,lysosome-associated membrane glycoprotein 3-like [Orbicella faveolata]
2.56328955353098e-80,1.5821721980960939,0.486,0.203,7.952862168785219e-76,0,CATZ,evm.model.Ap2.1984,evm.TU.Ap2.1984,Cathepsin Z,Cathepsin Z,cathepsin Z-like [Stylophora pistillata]
1.655930357420052e-79,1.7756304264708764,0.39,0.125,5.137689526931454e-75,0,P30.1,evm.model.Ap2.3389,evm.TU.Ap2.3389,P30 adhesin,Accumulation-associated protein,annexin A7-like [Stylophora pistillata]
7.597945790248182e-79,2.377194592844922,0.239,0.046,2.357338660882401e-74,0,EPDR1,evm.model.Ap13.2162,evm.TU.Ap13.2162,Mammalian ependymin-related protein 1,Mammalian ependymin-related protein 1,mammalian ependymin-related protein 1-like [Orbicella faveolata]
1.5895253924989358e-78,1.9181757636161776,0.316,0.082,4.931661482767198e-74,0,HEXB,evm.model.Ap4.498,evm.TU.Ap4.498,Beta-hexosaminidase subunit beta,Beta-hexosaminidase subunit beta,beta-hexosaminidase subunit beta-like [Orbicella faveolata]
2.6976963367722856e-78,1.7244468699873703,0.362,0.111,8.369872654469693e-74,0,ASAH1,evm.model.Ap5.2806,evm.TU.Ap5.2806,Acid ceramidase,Predicted protein,acid ceramidase-like [Stylophora pistillata]
1.9547306286389772e-77,1.588348015472129,0.284,0.068,6.064747248415291e-73,0,evm.TU.Ap3.1751,evm.model.Ap3.1751,evm.TU.Ap3.1751,NA,Uncharacterized protein,uncharacterized protein LOC110066984 [Orbicella faveolata]
4.204853047132723e-77,1.6061705864549682,0.401,0.133,1.3045977064033987e-72,0,ACTC.3,evm.model.Ap12.1198,evm.TU.Ap12.1198,"Actin, cytoplasmic",Actin,actin [Galaxea fascicularis]
2.091433985070822e-76,2.175651668656234,0.295,0.1,6.488883082080732e-72,0,evm.TU.Ap5.1617,evm.model.Ap5.1617,evm.TU.Ap5.1617,NA,Uncharacterized protein,uncharacterized protein LOC110045205 [Orbicella faveolata]
4.4916896466785504e-76,1.2353027528477871,0.394,0.135,1.393591629778487e-71,0,CO1A2.9,evm.model.Ap7.132,evm.TU.Ap7.132,Collagen alpha-2(I) chain,Collagen alpha-2(I) chain,collagen alpha-1(I) chain-like [Stylophora pistillata]
2.2431838894347167e-75,2.036131485646238,0.236,0.047,6.959702335360152e-71,0,evm.TU.Ap4.478,evm.model.Ap4.478,evm.TU.Ap4.478,NA,NA,uncharacterized protein DDB_G0290685-like [Orbicella faveolata]
1.0932702687600417e-74,1.2897162370062158,0.332,0.099,3.391980335854906e-70,0,APOB,evm.model.Ap14.1599,evm.TU.Ap14.1599,Apolipoprotein B-100,Apolipophorin,uncharacterized protein LOC110065941 [Orbicella faveolata]
6.2809120903999904e-74,1.2226629410484589,0.66,0.354,1.948715785167501e-69,0,ACBP,evm.model.Ap7.931,evm.TU.Ap7.931,Acyl-CoA-binding protein,Acyl-CoA-binding protein,acyl-CoA-binding protein-like [Orbicella faveolata]
2.6394637481686936e-73,1.1734298098342308,0.609,0.293,8.189200225068189e-69,0,TYB,evm.model.Ap11.89,evm.TU.Ap11.89,Thymosin beta,Thymosin beta-4,uncharacterized protein LOC110039838 [Orbicella faveolata]
4.498222801863708e-73,0.8758463022372687,0.429,0.166,1.3956186065062342e-68,0,CO4A2.9,evm.model.Ap8.1234,evm.TU.Ap8.1234,Collagen alpha-2(IV) chain,Collagen alpha-2(IV) chain,collagen alpha-2(IV) chain-like [Orbicella faveolata]
5.324374041371092e-73,1.5102538406777235,0.461,0.174,1.6519402900757949e-68,0,FSCN1,evm.model.Ap12.1162,evm.TU.Ap12.1162,Fascin,Fascin,fascin-like [Orbicella faveolata]
1.3876798891342424e-72,1.1421028422245572,0.52,0.249,4.3054156240279e-68,0,S2611,evm.model.Ap12.1425,evm.TU.Ap12.1425,Sodium-independent sulfate anion transporter,Sodium-independent sulfate anion transporter,sodium-independent sulfate anion transporter-like isoform X1 [Orbicella faveolata]
2.4811565399875534e-72,1.562167610940719,0.436,0.164,7.698036280965383e-68,0,LTOR3,evm.model.Ap4.595,evm.TU.Ap4.595,Ragulator complex protein LAMTOR3,Predicted protein,ragulator complex protein LAMTOR3-A-like [Orbicella faveolata]
7.231470836107025e-72,0.8839878578081053,0.689,0.361,2.2436361416105657e-67,0,MYS.2,evm.model.Ap12.472,evm.TU.Ap12.472,"Myosin heavy chain, striated muscle","Myosin heavy chain, striated muscle","myosin heavy chain, striated muscle-like isoform X3 [Stylophora pistillata]"
1.5904093862786863e-71,1.2890226032457788,0.566,0.26,4.934404161868252e-67,0,LGMN,evm.model.Ap13.651,evm.TU.Ap13.651,Legumain,Legumain,legumain-like [Orbicella faveolata]
