p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene_symbol,Protein_ID,gene,swissprot_symbol,trembl_symbol,ncbi_symbol
1.513578605163437e-136,1.9907956908927045,0.572,0.169,4.0146158923355e-132,1,TPM2,evm.model.Ap3.571,evm.TU.Ap3.571,Tropomyosin-2,Tropomyosin beta chain,tropomyosin-like [Orbicella faveolata]
2.0428330185882576e-135,1.3781855700514916,0.876,0.564,5.418410298503494e-131,1,GRN.5,evm.model.Ap7.1070,evm.TU.Ap7.1070,Granulins,Uncharacterized protein,putative kielin/chordin-like protein isoform X1 [Apostichopus japonicus]
9.501749690003417e-126,2.5891152271974884,0.387,0.071,2.520244087776506e-121,1,CO6A6.1,evm.model.Ap7.950,evm.TU.Ap7.950,Collagen alpha-6(VI) chain,Collagen alpha-3(VI) chain,uncharacterized protein LOC111343812 [Stylophora pistillata]
3.128741281197593e-124,2.4270847973497265,0.488,0.164,8.298673374248496e-120,1,CATL.9,evm.model.Ap4.5487,evm.TU.Ap4.5487,Cathepsin L,Predicted protein,cathepsin L1-like isoform X2 [Orbicella faveolata]
5.90843172900914e-124,1.3791315662418047,0.751,0.357,1.5671524318023842e-119,1,PLBL2.1,evm.model.Ap3.2240,evm.TU.Ap3.2240,Putative phospholipase B-like 2,Putative phospholipase B-like 2,putative phospholipase B-like 2 [Orbicella faveolata]
1.358392145722635e-122,0.7259910289205092,0.775,0.359,3.602999327314717e-118,1,CO4A1.2,evm.model.Ap8.1235,evm.TU.Ap8.1235,Collagen alpha-1(IV) chain,Collagen alpha-5(IV) chain,collagen alpha-5(IV) chain-like [Orbicella faveolata]
1.5515299565783943e-112,2.556531905851655,0.398,0.089,4.115278056828533e-108,1,NPC2.5,evm.model.Ap8.2721,evm.TU.Ap8.2721,Epididymal secretory protein E1,Protein NPC2-like,epididymal secretory protein E1-like [Orbicella faveolata]
6.103322924642739e-111,0.873144446842332,0.623,0.247,1.61884537253224e-106,1,evm.TU.Ap2.2570,evm.model.Ap2.2570,evm.TU.Ap2.2570,NA,Uncharacterized protein,proprotein convertase subtilisin/kexin type 5-like [Orbicella faveolata]
4.42073006180495e-110,1.817137590841662,0.512,0.155,1.172554441593145e-105,1,evm.TU.Ap9.2758,evm.model.Ap9.2758,evm.TU.Ap9.2758,NA,Uncharacterized protein,uncharacterized protein LOC110060818 isoform X2 [Orbicella faveolata]
6.5945454825443076e-105,1.0645633159990693,0.762,0.376,1.7491372437900523e-100,1,MLRP2.6,evm.model.Ap4.1023,evm.TU.Ap4.1023,MAM and LDL-receptor class A domain-containing protein 2 (Fragment),MAM and LDL-receptor domain-containing protein (Fragment),RecName: Full=MAM and LDL-receptor class A domain-containing protein 2; AltName: Full=Skeletal organic matrix MAM and LDL-receptor 2; Short=SOM MAM and LDL-receptor 2
9.424001372574183e-104,1.0680202586244458,0.566,0.207,2.4996221240615763e-99,1,evm.TU.Ap2.2569,evm.model.Ap2.2569,evm.TU.Ap2.2569,NA,Uncharacterized protein,major surface trophozoite antigen 11-like [Orbicella faveolata]
1.874370815023625e-103,1.4863418906284867,0.673,0.323,4.971581149768663e-99,1,ADK,evm.model.Ap2.2455,evm.TU.Ap2.2455,Adenosine kinase,Adenosine kinase 1,adenosine kinase 1-like [Stylophora pistillata]
7.211193623872653e-100,2.073290163205367,0.404,0.101,1.9126969967959827e-95,1,ACP7.10,evm.model.Ap1.1876,evm.TU.Ap1.1876,Acid phosphatase type 7,Iron/zinc purple acid phosphatase-like protein,acid phosphatase type 7-like isoform X2 [Orbicella faveolata]
1.2634424259352656e-99,1.7810947864441378,0.474,0.136,3.351154690550698e-95,1,FSTL1.2,evm.model.Ap7.2221,evm.TU.Ap7.2221,Follistatin-related protein 1,Testican-3,follistatin-related protein 1-like [Orbicella faveolata]
5.311787210712096e-97,1.694543445564633,0.528,0.179,1.4088984397692763e-92,1,MGST1,evm.model.Ap9.79,evm.TU.Ap9.79,Microsomal glutathione S-transferase 1,Microsomal glutathione S-transferase 1,microsomal glutathione S-transferase 1-like [Orbicella faveolata]
1.7070936148615687e-93,2.1346234556689314,0.397,0.104,4.527895104058825e-89,1,CATL.6,evm.model.Ap4.5490,evm.TU.Ap4.5490,Cathepsin L,Predicted protein,cathepsin L1-like [Orbicella faveolata]
4.8809715035993724e-92,1.9690037116970494,0.41,0.114,1.2946288816146977e-87,1,TPP1,evm.model.Ap5.208,evm.TU.Ap5.208,Tripeptidyl-peptidase 1,Tripeptidyl-peptidase 1,tripeptidyl-peptidase 1-like [Orbicella faveolata]
3.399277631528288e-90,1.6249999968444004,0.523,0.177,9.016243989865632e-86,1,VAT1.1,evm.model.Ap4.5494,evm.TU.Ap4.5494,Synaptic vesicle membrane protein VAT-1 homolog,Synaptic vesicle membrane protein VAT-1-like,synaptic vesicle membrane protein VAT-1 homolog [Stylophora pistillata]
8.874719859253537e-89,2.22592554760022,0.387,0.1,2.353930695468408e-84,1,MLC2.2,evm.model.Ap7.576,evm.TU.Ap7.576,Myosin-2 essential light chain,Myosin-2 essential light chain,myosin-2 essential light chain-like [Stylophora pistillata]
1.1463768787847883e-88,1.1042546603062582,0.78,0.507,3.0406500332887725e-84,1,USPAL.3,evm.model.Ap7.1520,evm.TU.Ap7.1520,Universal stress protein A-like protein,Transmembrane protein 170A,uncharacterized protein LOC111328347 [Stylophora pistillata]
2.854157146640096e-88,1.8795963796344952,0.441,0.137,7.570366415748191e-84,1,P30.1,evm.model.Ap2.3389,evm.TU.Ap2.3389,P30 adhesin,Accumulation-associated protein,annexin A7-like [Stylophora pistillata]
3.790153919232884e-88,1.454285695846023,0.599,0.267,1.0053004255373301e-83,1,SMT1,evm.model.Ap9.1906,evm.TU.Ap9.1906,Cycloartenol-C-24-methyltransferase 1,Methyltransferase,cycloartenol-C-24-methyltransferase 1-like [Orbicella faveolata]
2.6973113959198885e-85,1.0086133637581234,0.573,0.23,7.154348746537912e-81,1,MOXD1.11,evm.model.Ap13.236,evm.TU.Ap13.236,DBH-like monooxygenase protein 1,DBH-like monooxygenase protein 1,DBH-like monooxygenase protein 1 [Stylophora pistillata]
9.43787780586858e-85,1.8109414028879633,0.273,0.054,2.5033027092285822e-80,1,ITAM,evm.model.Ap7.125,evm.TU.Ap7.125,Integrin alpha-M,Uncharacterized protein,integrin alpha-D-like [Orbicella faveolata]
6.107005151864858e-84,2.485818439401626,0.27,0.051,1.619822046480635e-79,1,evm.TU.Ap7.2925,evm.model.Ap7.2925,evm.TU.Ap7.2925,NA,Uncharacterized protein K02A2.6,Uncharacterized protein K02A2.6 [Stylophora pistillata]
5.8464331875924065e-80,2.9380912316176806,0.2,0.023,1.5507079386770098e-75,1,TBX1A,evm.model.Ap3.776,evm.TU.Ap3.776,T-box transcription factor TBX1-A,T-box transcription factor TBX1,T-box transcription factor TBX10-like [Orbicella faveolata]
8.2061339244648e-77,1.2718936298511583,0.697,0.366,2.1765949621250438e-72,1,CORO6,evm.model.Ap3.216,evm.TU.Ap3.216,Coronin-6,Coronin-6,coronin-6-like [Orbicella faveolata]
4.5541030670558505e-74,1.611793353680289,0.375,0.109,1.2079302975058938e-69,1,ZAN.1,evm.model.Ap5.2360,evm.TU.Ap5.2360,Zonadhesin,Uncharacterized protein,enolase-phosphatase E1-like [Orbicella faveolata]
1.167906765779025e-73,2.2695317484853232,0.369,0.114,3.0977559055522857e-69,1,MYPH.1,evm.model.Ap6.2557,evm.TU.Ap6.2557,Myophilin,Transgelin,myophilin-like [Orbicella faveolata]
2.7667635088382094e-73,1.9748289331612798,0.295,0.066,7.338563530842467e-69,1,ES16,evm.model.Ap13.790,evm.TU.Ap13.790,Ecdysteroid-regulated 16 kDa protein,ATP-binding cassette sub-family D member 4,ATP-binding cassette sub-family D member 4 [Stylophora pistillata]
2.875049110276372e-73,1.4316564671699032,0.568,0.273,7.625780260097049e-69,1,PEAM1,evm.model.Ap2.447,evm.TU.Ap2.447,Phosphoethanolamine N-methyltransferase 1,Phosphoethanolamine N-methyltransferase 1,phosphoethanolamine N-methyltransferase 1-like [Stylophora pistillata]
4.652488736207019e-72,1.049133318141533,0.757,0.487,1.2340261123915499e-67,1,TYB.1,evm.model.Ap5.610,evm.TU.Ap5.610,Thymosin beta,Uncharacterized protein (Fragment),Thymosin beta-12 [Exaiptasia pallida]
1.3496518691786014e-71,1.7419830229634206,0.368,0.105,3.5798166178093226e-67,1,PPIB,evm.model.Ap1.1388,evm.TU.Ap1.1388,Peptidyl-prolyl cis-trans isomerase B,Peptidyl-prolyl cis-trans isomerase B,peptidyl-prolyl cis-trans isomerase B-like [Orbicella faveolata]
2.315770874136371e-71,1.4510959779747195,0.432,0.145,6.14235066655931e-67,1,DPGN,evm.model.Ap2.831,evm.TU.Ap2.831,Serine protease inhibitor dipetalogastin (Fragment),Predicted protein (Fragment),PREDICTED: serine protease inhibitor dipetalogastin-like [Acropora digitifera]
4.9826638086645643e-70,1.618661656213173,0.471,0.18,1.321601748610189e-65,1,LTOR3,evm.model.Ap4.595,evm.TU.Ap4.595,Ragulator complex protein LAMTOR3,Predicted protein,ragulator complex protein LAMTOR3-A-like [Orbicella faveolata]
1.193209854496907e-69,0.8336024760160061,0.89,0.684,3.164869818067596e-65,1,CALR,evm.model.Ap14.1496,evm.TU.Ap14.1496,Calreticulin,Predicted protein (Fragment),calreticulin-like [Orbicella faveolata]
2.6365370257109017e-68,1.1057884779268181,0.512,0.21,6.993150806995595e-64,1,FP.3,evm.model.Ap10.194,evm.TU.Ap10.194,Fibronectin type III domain-containing protein,Receptor-type tyrosine-protein phosphatase delta,hemicentin-2-like isoform X2 [Orbicella faveolata]
6.378117402234238e-68,1.7501448443629966,0.361,0.103,1.6917318597686092e-63,1,evm.TU.Ap1.572,evm.model.Ap1.572,evm.TU.Ap1.572,NA,Uncharacterized protein,hypothetical protein AWC38_SpisGene3394 [Stylophora pistillata]
2.7795946927330044e-67,1.6765134961344288,0.389,0.127,7.372596963005021e-63,1,ASAH1,evm.model.Ap5.2806,evm.TU.Ap5.2806,Acid ceramidase,Predicted protein,acid ceramidase-like [Stylophora pistillata]
7.000585776650638e-66,1.2042353789367617,0.489,0.189,1.8568353713988155e-61,1,CRA1B.6,evm.model.Ap1.2658,evm.TU.Ap1.2658,Collagen alpha-1(XXVII) chain B,Collagen alpha-2(I) chain,collagen alpha-1(I) chain-like [Stylophora pistillata]
2.0573868047011887e-65,1.7470684859836911,0.353,0.104,5.4570127607894326e-61,1,MEGF6.2,evm.model.Ap3.2403,evm.TU.Ap3.2403,Multiple epidermal growth factor-like domains protein 6,Latent-transforming growth factor beta-binding protein 1,latent-transforming growth factor beta-binding protein 3-like [Stylophora pistillata]
3.91772351933826e-64,1.4559888785512078,0.395,0.131,1.0391369862692802e-59,1,CSMD3.14,evm.model.Ap1.3770,evm.TU.Ap1.3770,CUB and sushi domain-containing protein 3,CUB and sushi domain-containing protein 3,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like [Orbicella faveolata]"
6.275833209222016e-63,1.813736022045175,0.39,0.132,1.6646020004140476e-58,1,CALM.20,evm.model.Ap13.2265,evm.TU.Ap13.2265,Calmodulin,Calmodulin,calmodulin-like [Orbicella faveolata]
9.826241074469482e-62,2.513444368063009,0.2,0.035,2.6063121825922854e-57,1,ACOT2.1,evm.model.Ap4.1500,evm.TU.Ap4.1500,"Acyl-coenzyme A thioesterase 2, mitochondrial",Acyl-coenzyme A amino acid N-acyltransferase 2,acyl-coenzyme A thioesterase 1-like [Orbicella faveolata]
1.0195688304262451e-61,1.2010741534376428,0.541,0.267,2.7043043658225723e-57,1,S2611,evm.model.Ap12.1425,evm.TU.Ap12.1425,Sodium-independent sulfate anion transporter,Sodium-independent sulfate anion transporter,sodium-independent sulfate anion transporter-like isoform X1 [Orbicella faveolata]
6.371203115457329e-60,2.1198572220832026,0.257,0.06,1.689897914343902e-55,1,EPDR1,evm.model.Ap13.2162,evm.TU.Ap13.2162,Mammalian ependymin-related protein 1,Mammalian ependymin-related protein 1,mammalian ependymin-related protein 1-like [Orbicella faveolata]
7.334950696427955e-60,0.8470798758142091,0.418,0.156,1.945522322720551e-55,1,TIL,evm.model.Ap13.247,evm.TU.Ap13.247,Temperature-induced lipocalin-1,Apolipoprotein D,Apolipoprotein D [Stylophora pistillata]
7.476503589091757e-60,1.1504392465496487,0.578,0.267,1.9830678119706974e-55,1,PPT1.2,evm.model.Ap3.371,evm.TU.Ap3.371,Palmitoyl-protein thioesterase 1,Palmitoyl-protein thioesterase 1,palmitoyl-protein thioesterase 1-like [Stylophora pistillata]
4.015915676390283e-59,2.291495214895321,0.19,0.031,1.0651814740057587e-54,1,HMCN1.29,evm.model.Ap8.2533,evm.TU.Ap8.2533,Hemicentin-1,Hemicentin-2,titin-like [Orbicella faveolata]
5.246376861572988e-59,1.539252213096825,0.421,0.163,1.3915489987636193e-54,1,METK1,evm.model.Ap4.13,evm.TU.Ap4.13,S-adenosylmethionine synthase isoform type-1,S-adenosylmethionine synthase isoform type-1,S-adenosylmethionine synthase-like [Orbicella faveolata]
1.8090552836232193e-58,0.9701570167237663,0.695,0.391,4.798338234282227e-54,1,MYS.2,evm.model.Ap12.472,evm.TU.Ap12.472,"Myosin heavy chain, striated muscle","Myosin heavy chain, striated muscle","myosin heavy chain, striated muscle-like isoform X3 [Stylophora pistillata]"
1.8480581250764985e-58,1.6465261335408612,0.302,0.083,4.9017893709529045e-54,1,evm.TU.Ap2.3736,evm.model.Ap2.3736,evm.TU.Ap2.3736,NA,Uncharacterized protein,hypothetical protein AWC38_SpisGene14347 [Stylophora pistillata]
5.842051976924683e-58,0.8570289871469483,0.803,0.554,1.549545866359503e-53,1,CADF.3,evm.model.Ap13.169,evm.TU.Ap13.169,Cofilin/actin-depolymerizing factor homolog,"Actin-depolymerizing factor 2, isoform c",PREDICTED: actin-depolymerizing factor 3-like isoform X1 [Acropora digitifera]
3.5470740761058684e-57,1.403115305735278,0.494,0.225,9.4082592794632045e-53,1,CATZ,evm.model.Ap2.1984,evm.TU.Ap2.1984,Cathepsin Z,Cathepsin Z,cathepsin Z-like [Stylophora pistillata]
2.1078549186398473e-56,0.5227327095306253,0.499,0.233,5.590874386200331e-52,1,MMP24,evm.model.Ap13.2852,evm.TU.Ap13.2852,Matrix metalloproteinase-24,Matrix metalloproteinase-14,matrix metalloproteinase-14-like [Stylophora pistillata]
4.98314218746848e-56,1.255931564750895,0.428,0.159,1.3217286338041395e-51,1,SULF1,evm.model.Ap9.1187,evm.TU.Ap9.1187,Extracellular sulfatase Sulf-1,Extracellular sulfatase Sulf-1,extracellular sulfatase Sulf-1-like [Orbicella faveolata]
8.847180351941445e-56,2.6423779057907586,0.19,0.034,2.346626116548949e-51,1,NPC2.3,evm.model.Ap8.2718,evm.TU.Ap8.2718,Epididymal secretory protein E1,Protein NPC2-like,epididymal secretory protein E1-like [Orbicella faveolata]
3.9245972227024084e-55,1.1242536184138223,0.667,0.381,1.0409601673495868e-50,1,ACBP,evm.model.Ap7.931,evm.TU.Ap7.931,Acyl-CoA-binding protein,Acyl-CoA-binding protein,acyl-CoA-binding protein-like [Orbicella faveolata]
1.8008737968461002e-54,1.7923307754072413,0.263,0.07,4.7766376587545965e-50,1,LIPK,evm.model.Ap2.3186,evm.TU.Ap2.3186,Lipase member K,Lipase member K,lipase member K-like [Stylophora pistillata]
2.252860794979826e-54,1.944498941617017,0.252,0.061,5.975487972604491e-50,1,HPGDS.4,evm.model.Ap9.2356,evm.TU.Ap9.2356,Hematopoietic prostaglandin D synthase,Glutathione S-transferase 1,glutathione S-transferase-like [Orbicella faveolata]
6.001541759594694e-54,1.5909455992600186,0.417,0.162,1.5918489363148966e-49,1,LTOR5,evm.model.Ap10.254,evm.TU.Ap10.254,Ragulator complex protein LAMTOR5 homolog,Ragulator complex protein LAMTOR5-like,ragulator complex protein LAMTOR5 homolog [Stylophora pistillata]
1.132300084932779e-53,0.8826312134101024,0.768,0.461,3.003312745275703e-49,1,YHLA,evm.model.Ap3.224,evm.TU.Ap3.224,Uncharacterized 34.8 kDa protein in hlyA 3'region,Uncharacterized protein,uncharacterized protein LOC110052457 [Orbicella faveolata]
2.918364458146796e-53,0.9177328971829608,0.719,0.476,7.740669888788562e-49,1,SODC.4,evm.model.Ap6.2625,evm.TU.Ap6.2625,Superoxide dismutase [Cu-Zn],Superoxide dismutase [Cu-Zn],copper-zinc superoxide dismutase [Galaxea astreata]
3.4702166830393802e-53,1.3385805245240736,0.464,0.201,9.204402730093652e-49,1,PLMT,evm.model.Ap2.3781,evm.TU.Ap2.3781,Phosphatidyl-N-methylethanolamine N-methyltransferase,Phosphatidyl-N-methylethanolamine N-methyltransferase,phosphatidylethanolamine N-methyltransferase-like [Stylophora pistillata]
5.956303730104582e-53,0.8570657462136344,0.777,0.526,1.5798500013729395e-48,1,EZRI,evm.model.Ap6.3229,evm.TU.Ap6.3229,Ezrin,Radixin,moesin-like [Stylophora pistillata]
1.5555581249191742e-52,0.5270035520104654,0.542,0.266,4.125962370535618e-48,1,CO4A2.8,evm.model.Ap8.1233,evm.TU.Ap8.1233,Collagen alpha-2(IV) chain,Collagen alpha-2(IV) chain,collagen alpha-2(IV) chain-like [Orbicella faveolata]
4.442773190449799e-52,1.0581923848569568,0.617,0.32,1.1784011610349046e-47,1,TYB,evm.model.Ap11.89,evm.TU.Ap11.89,Thymosin beta,Thymosin beta-4,uncharacterized protein LOC110039838 [Orbicella faveolata]
7.830185318980837e-52,1.4327896154610602,0.333,0.108,2.0768783540064771e-47,1,TICN2,evm.model.Ap5.1901,evm.TU.Ap5.1901,Testican-2,Testican-2,testican-2-like [Orbicella faveolata]
9.86634924901756e-52,1.8401326774544184,0.286,0.081,2.616950474809418e-47,1,XYLA,evm.model.Ap3.2389,evm.TU.Ap3.2389,Xylose isomerase,Xylose isomerase,xylose isomerase-like [Orbicella faveolata]
1.9821185827096766e-51,1.605125336502449,0.252,0.066,5.257371328779146e-47,1,evm.TU.Ap4.48,evm.model.Ap4.48,evm.TU.Ap4.48,NA,Uncharacterized protein,hypothetical protein AWC38_SpisGene1579 [Stylophora pistillata]
3.7496722694173724e-51,2.608128466483235,0.189,0.036,9.94563072740264e-47,1,evm.TU.Ap7.140,evm.model.Ap7.140,evm.TU.Ap7.140,NA,NA,uncharacterized protein LOC110069302 [Orbicella faveolata]
3.961222181666212e-50,2.2741022217015754,0.217,0.05,1.050674571465146e-45,1,NPC2.4,evm.model.Ap8.2720,evm.TU.Ap8.2720,Epididymal secretory protein E1,Predicted protein,epididymal secretory protein E1-like [Orbicella faveolata]
4.765266090011895e-50,1.2714473034331428,0.403,0.157,1.2639391777147552e-45,1,evm.TU.Ap3.1423.evm.TU.Ap3.1431,NA,NA,NA,NA,NA
1.6128378511120882e-49,1.3873467994109472,0.338,0.119,4.277891116289703e-45,1,GLCM.1,evm.model.Ap1.850,evm.TU.Ap1.850,Glucosylceramidase,Glucosylceramidase,glucosylceramidase-like [Orbicella faveolata]
2.9561920344689614e-49,1.1365172659983054,0.387,0.146,7.841003752225473e-45,1,LAMA,evm.model.Ap3.24,evm.TU.Ap3.24,Laminin subunit alpha,Laminin subunit alpha,laminin subunit alpha-like [Orbicella faveolata]
4.151857216419089e-48,1.7348723268300081,0.312,0.101,1.1012386080829993e-43,1,evm.TU.Ap14.1262,evm.model.Ap14.1262,evm.TU.Ap14.1262,NA,Uncharacterized protein,uncharacterized protein LOC110048565 isoform X1 [Orbicella faveolata]
7.186214943307995e-47,1.5266538976674142,0.399,0.158,1.9060716515630124e-42,1,ACTC.3,evm.model.Ap12.1198,evm.TU.Ap12.1198,"Actin, cytoplasmic",Actin,actin [Galaxea fascicularis]
8.238746509232728e-47,1.3226355623963273,0.438,0.188,2.1852451241088887e-42,1,PRDX5,evm.model.Ap11.833,evm.TU.Ap11.833,"Peroxiredoxin-5, mitochondrial",Predicted protein,"PREDICTED: peroxiredoxin-5, mitochondrial-like [Acropora digitifera]"
9.35754476275398e-47,1.4426390954281003,0.309,0.099,2.4819951728728657e-42,1,GALK1,evm.model.Ap12.1112,evm.TU.Ap12.1112,Galactokinase,Galactokinase,galactokinase-like [Orbicella faveolata]
1.5259299170770398e-46,1.596679885136036,0.379,0.151,4.04737651205514e-42,1,NPC2.7,evm.model.Ap13.180,evm.TU.Ap13.180,Epididymal secretory protein E1,Uncharacterized protein,epididymal secretory protein E1-like [Orbicella faveolata]
4.045156787147412e-46,0.629277154904909,0.337,0.135,1.0729373862229794e-41,1,PPN,evm.model.Ap13.3001,evm.TU.Ap13.3001,Papilin,Papilin,papilin-like isoform X1 [Stylophora pistillata]
1.8895959916546154e-45,1.536098919855672,0.229,0.062,5.011964408264702e-41,1,WNT5A,evm.model.Ap5.116,evm.TU.Ap5.116,Protein Wnt-5a,Protein Wnt-5b,protein Wnt-5a-like isoform X1 [Orbicella faveolata]
4.306397763551747e-45,2.1568280431913927,0.207,0.049,1.1422289428044654e-40,1,evm.TU.Ap9.2757,evm.model.Ap9.2757,evm.TU.Ap9.2757,NA,Uncharacterized protein,uncharacterized protein LOC110060821 [Orbicella faveolata]
